Word_Frequency,Link_Count,Capital_Ratio,Exclamation_Count,Email_Length,Attachment_Count,Unknown_Sender,Email_Type
48,14,0.039,1,957,0,0,Not Spam
20,5,0.183,4,310,4,1,Not Spam
67,12,0.894,10,906,4,1,Spam
44,20,0.939,1,821,4,0,Spam
33,0,0.78,0,634,5,0,Not Spam
73,19,0.921,6,732,1,0,Spam
61,18,0.306,3,527,3,1,Not Spam
9,0,0.248,4,648,0,0,Not Spam
68,20,0.384,3,863,0,0,Not Spam
35,1,0.055,5,841,1,1,Not Spam
81,14,0.81,10,48,1,1,Spam
98,13,0.984,1,413,4,1,Spam
88,18,0.824,7,46,4,0,Not Spam
96,10,0.555,3,486,5,1,Spam
65,14,0.295,7,32,5,0,Spam
8,5,0.198,2,573,3,1,Not Spam
45,19,0.364,11,952,0,1,Not Spam
87,8,0.667,11,464,1,0,Not Spam
47,4,0.447,10,243,3,0,Not Spam
40,19,0.934,15,482,0,1,Spam
76,1,0.854,4,40,3,0,Not Spam
54,5,0.102,11,406,3,0,Spam
76,17,0.132,2,667,4,1,Spam
46,18,0.676,11,345,3,0,Spam
47,8,0.231,14,752,4,0,Spam
15,20,0.791,15,486,0,1,Spam
19,5,0.591,12,676,5,0,Not Spam
26,13,0.23,6,541,0,0,Not Spam
52,12,0.479,14,244,4,0,Not Spam
93,10,0.406,2,672,5,1,Spam
22,11,0.873,14,494,2,0,Spam
21,18,0.032,11,637,5,0,Spam
51,18,0.896,7,799,3,0,Spam
38,20,0.652,8,725,0,0,Not Spam
20,18,0.738,12,477,3,0,Spam
29,12,0.003,11,659,5,1,Spam
51,13,0.628,1,232,2,0,Not Spam
4,17,0.588,2,682,3,1,Spam
55,11,0.537,11,980,2,0,Spam
71,3,0.786,12,500,1,1,Spam
92,9,0.556,6,915,2,0,Spam
28,16,0.857,4,199,0,1,Spam
4,3,0.233,9,848,5,0,Not Spam
22,11,0.806,6,557,4,0,Not Spam
76,12,0.179,1,546,4,0,Not Spam
45,3,0.813,13,41,3,0,Spam
67,9,0.94,13,364,5,1,Spam
86,2,0.336,3,596,1,0,Not Spam
66,14,0.53,0,782,3,0,Not Spam
88,1,0.658,14,941,2,0,Spam
34,16,0.079,15,40,4,0,Not Spam
91,5,0.494,4,764,2,1,Not Spam
55,7,0.361,7,427,4,0,Not Spam
1,2,0.872,0,506,4,0,Not Spam
72,17,0.877,6,547,4,0,Spam
87,0,0.701,6,435,5,0,Not Spam
38,15,0.656,6,291,0,1,Spam
6,6,0.734,14,224,5,0,Spam
86,2,0.366,0,317,2,1,Not Spam
25,3,0.405,11,691,5,0,Spam
82,8,0.554,10,965,3,1,Spam
17,4,0.938,2,572,1,1,Not Spam
61,18,0.724,10,127,3,0,Spam
12,14,0.551,1,656,5,0,Not Spam
6,7,0.77,14,171,2,0,Spam
90,5,0.371,14,32,1,0,Not Spam
27,17,0.73,4,734,3,1,Spam
8,18,0.411,1,98,1,1,Spam
83,14,0.28,12,925,2,1,Spam
65,6,0.61,15,573,4,1,Spam
57,9,0.687,13,188,2,0,Not Spam
93,5,0.459,4,268,0,0,Not Spam
99,13,0.566,4,140,1,1,Spam
40,16,0.694,15,406,2,0,Spam
14,8,0.768,3,458,4,1,Not Spam
35,18,0.896,10,291,4,1,Spam
48,4,0.355,6,319,2,1,Not Spam
84,6,0.951,9,740,3,0,Spam
56,18,0.637,5,492,2,1,Spam
49,19,0.788,15,177,4,1,Spam
13,6,0.7,1,652,2,1,Not Spam
61,1,0.206,14,246,0,0,Not Spam
49,15,0.071,3,440,3,0,Spam
46,12,0.726,12,975,2,1,Spam
62,7,0.511,15,992,4,0,Spam
8,5,0.702,13,43,2,0,Not Spam
43,5,0.477,10,761,2,0,Not Spam
20,8,0.312,6,557,1,0,Not Spam
97,3,0.285,8,589,2,1,Not Spam
90,10,0.731,8,796,0,1,Spam
39,4,0.277,11,657,4,1,Spam
85,16,0.715,2,976,5,1,Spam
49,19,0.384,0,806,1,0,Not Spam
64,6,0.771,8,559,5,1,Spam
62,14,0.143,15,922,2,0,Not Spam
54,14,0.205,7,832,3,1,Not Spam
9,13,0.686,6,147,0,1,Not Spam
88,12,0.56,5,113,0,0,Not Spam
37,10,0.204,13,722,0,1,Not Spam
49,12,0.903,14,440,1,0,Spam
41,8,0.276,9,291,2,1,Spam
17,9,0.421,6,503,0,1,Spam
88,3,0.202,10,24,2,0,Not Spam
21,16,0.388,8,176,3,1,Spam
51,13,0.492,5,71,2,0,Not Spam
59,17,0.295,14,262,5,0,Spam
39,10,0.769,13,682,2,1,Spam
55,15,0.394,13,793,2,1,Spam
41,0,0.73,15,439,4,0,Spam
39,6,0.207,9,972,5,1,Spam
13,9,0.377,2,948,1,1,Not Spam
64,8,0.008,12,836,2,0,Not Spam
11,2,0.759,13,444,0,0,Not Spam
19,13,0.626,2,99,4,1,Not Spam
11,14,0.818,3,714,2,0,Not Spam
77,1,0.456,9,373,4,1,Spam
46,13,0.8,12,638,1,1,Spam
45,15,0.648,13,685,4,1,Spam
1,6,0.004,14,312,0,0,Not Spam
40,3,0.254,13,736,2,0,Not Spam
19,17,0.494,9,135,0,1,Not Spam
76,4,0.619,7,548,3,0,Not Spam
72,5,0.066,9,499,4,0,Not Spam
72,6,0.705,8,307,4,0,Not Spam
61,14,0.544,13,687,4,0,Spam
12,0,0.526,7,496,5,0,Not Spam
61,3,0.292,10,44,1,1,Not Spam
33,0,0.595,9,450,5,0,Not Spam
45,10,0.027,1,297,0,0,Not Spam
90,17,0.065,3,336,3,0,Spam
92,13,0.734,3,657,1,1,Spam
69,10,0.322,11,831,1,1,Spam
8,9,0.347,1,377,2,0,Not Spam
25,16,0.208,12,295,3,1,Spam
91,3,0.446,7,896,4,0,Not Spam
46,14,0.052,2,709,5,1,Spam
87,15,0.3,1,363,4,1,Spam
30,20,0.527,6,450,2,0,Not Spam
47,12,0.466,14,578,5,1,Spam
87,8,1.0,0,731,4,0,Spam
49,10,0.389,14,582,0,0,Spam
47,10,0.387,15,458,4,1,Spam
84,5,0.504,15,481,5,1,Spam
82,0,0.19,5,826,0,1,Not Spam
18,5,0.876,12,289,2,0,Not Spam
66,12,0.572,12,728,2,0,Spam
68,4,0.192,2,450,0,0,Not Spam
94,14,0.793,12,40,5,1,Spam
33,17,0.034,2,162,5,1,Not Spam
36,19,0.983,14,779,4,1,Spam
82,13,0.865,4,887,2,1,Not Spam
19,14,0.58,13,372,2,0,Spam
28,4,0.111,2,484,0,1,Not Spam
40,3,0.215,11,487,2,0,Not Spam
84,1,0.279,3,532,4,0,Not Spam
97,6,0.241,12,483,2,0,Spam
76,9,0.498,12,896,0,1,Spam
15,15,0.945,14,869,4,1,Spam
41,9,0.444,2,413,3,1,Not Spam
39,17,0.662,15,938,0,1,Spam
2,16,0.689,6,805,3,1,Spam
63,20,0.872,15,772,2,1,Spam
29,12,0.034,2,77,4,1,Not Spam
74,0,0.404,13,145,2,1,Not Spam
66,0,0.785,9,860,4,1,Not Spam
51,14,0.815,3,897,1,1,Spam
75,0,0.927,1,480,2,1,Not Spam
77,5,0.703,1,71,2,1,Not Spam
10,12,0.245,8,754,2,1,Not Spam
14,0,0.506,10,833,5,1,Not Spam
82,4,0.032,0,894,0,0,Not Spam
51,8,0.647,15,288,5,0,Not Spam
73,16,0.554,0,115,4,0,Spam
39,15,0.667,15,292,4,1,Spam
28,7,0.93,9,342,4,0,Not Spam
3,16,0.687,0,592,0,1,Not Spam
84,14,0.32,13,852,4,1,Spam
70,0,0.199,2,712,5,0,Not Spam
27,11,0.855,1,152,5,1,Not Spam
2,4,0.194,2,947,2,1,Not Spam
93,5,0.162,13,108,3,1,Not Spam
38,0,0.207,4,704,1,1,Not Spam
3,0,0.509,8,843,4,0,Not Spam
16,9,0.124,1,24,0,1,Not Spam
94,9,0.938,15,376,0,0,Spam
40,2,0.966,11,362,4,0,Not Spam
2,16,0.974,10,223,3,1,Spam
81,18,0.039,14,693,5,0,Spam
41,10,0.946,13,592,4,1,Spam
12,17,0.997,0,490,0,1,Not Spam
35,1,0.942,10,483,1,0,Not Spam
65,8,0.671,5,516,3,0,Not Spam
55,16,0.701,2,721,4,0,Spam
45,13,0.122,12,856,1,1,Spam
79,3,0.874,6,82,4,0,Not Spam
90,16,0.06,5,575,3,0,Spam
85,16,0.318,10,258,0,0,Not Spam
62,11,0.991,15,559,5,1,Spam
49,19,0.422,6,217,5,1,Spam
95,17,0.131,12,800,3,0,Spam
25,2,0.969,12,702,2,0,Not Spam
23,10,0.984,4,49,5,0,Not Spam
24,17,0.187,0,685,4,1,Not Spam
38,3,0.865,13,228,1,1,Spam
28,16,0.39,2,82,1,1,Not Spam
21,17,0.381,2,860,5,1,Spam
54,4,0.263,6,76,3,1,Not Spam
18,13,0.045,14,851,3,0,Spam
36,9,0.268,13,739,3,0,Not Spam
99,14,0.054,12,452,1,1,Spam
45,0,0.924,2,327,0,1,Not Spam
73,15,0.662,10,594,1,0,Spam
53,10,0.887,4,779,0,0,Spam
30,19,0.717,3,485,3,0,Not Spam
60,5,0.131,3,672,2,0,Spam
98,15,0.941,12,624,1,0,Spam
32,1,0.9,6,126,3,0,Spam
67,0,0.348,0,896,1,0,Not Spam
67,8,0.112,6,619,3,0,Not Spam
28,11,0.704,14,320,1,0,Not Spam
44,16,0.728,15,639,4,0,Spam
79,14,0.897,7,65,1,0,Not Spam
41,18,0.053,2,96,4,1,Spam
63,9,0.142,14,748,0,1,Spam
23,11,0.598,2,188,1,1,Spam
75,13,0.619,3,833,0,0,Not Spam
48,8,0.034,14,148,2,0,Not Spam
32,12,0.397,12,732,5,1,Spam
57,2,0.584,5,727,5,1,Spam
100,20,0.738,13,879,4,0,Spam
33,13,0.316,6,287,1,0,Not Spam
24,20,0.484,0,619,5,0,Not Spam
39,9,0.814,14,784,0,1,Not Spam
34,15,0.954,12,769,5,0,Spam
56,6,0.23,3,604,5,0,Spam
28,3,0.253,11,438,3,0,Not Spam
37,19,0.94,6,889,5,0,Spam
7,10,0.396,15,886,0,1,Spam
68,15,0.718,10,180,5,1,Spam
37,19,0.612,1,77,1,0,Not Spam
56,3,0.286,0,403,5,1,Not Spam
65,16,0.654,0,904,2,1,Not Spam
65,12,0.656,9,822,5,0,Not Spam
47,10,0.592,13,529,4,1,Spam
20,2,0.1,13,449,3,0,Not Spam
19,8,0.995,5,359,0,0,Not Spam
29,5,0.4,11,597,5,1,Spam
74,20,0.638,4,959,5,0,Spam
60,10,0.886,0,45,1,0,Not Spam
18,15,0.423,9,829,1,0,Not Spam
92,18,0.774,2,608,4,0,Spam
35,4,0.972,14,817,3,1,Spam
43,13,0.359,10,391,0,0,Not Spam
95,16,0.405,6,947,0,1,Spam
91,2,0.906,11,55,0,1,Spam
11,3,0.16,8,550,4,1,Not Spam
49,15,0.029,12,809,4,0,Spam
38,15,0.909,8,852,5,1,Spam
64,20,0.822,14,844,3,1,Spam
69,3,0.973,5,286,0,1,Not Spam
8,18,0.058,2,813,0,1,Not Spam
34,16,0.156,0,451,5,1,Not Spam
48,12,0.105,2,38,3,1,Not Spam
56,0,0.683,9,358,3,1,Not Spam
76,11,0.606,1,159,3,0,Not Spam
65,3,0.359,10,86,1,0,Not Spam
31,10,0.057,4,843,3,1,Not Spam
4,4,0.64,7,549,2,1,Not Spam
50,1,0.57,4,388,4,0,Not Spam
69,16,0.113,15,280,3,1,Spam
30,7,0.909,0,643,1,1,Not Spam
88,5,0.199,2,939,2,0,Not Spam
59,20,0.744,11,993,1,1,Spam
67,8,0.885,4,646,1,1,Not Spam
75,12,0.579,6,697,5,1,Spam
45,10,0.247,4,598,1,1,Spam
4,15,0.309,13,786,1,0,Not Spam
26,15,0.886,9,601,0,1,Spam
27,1,0.298,4,991,4,1,Not Spam
46,9,0.746,6,839,5,0,Spam
64,11,0.99,12,222,5,0,Spam
91,7,1.0,14,658,0,1,Spam
51,10,0.533,7,954,2,1,Spam
50,9,0.827,13,974,0,1,Spam
6,12,0.99,7,429,5,1,Spam
59,16,0.375,6,852,2,1,Spam
15,6,0.252,12,99,5,1,Not Spam
30,2,0.114,13,707,3,1,Not Spam
42,19,0.141,2,132,2,0,Not Spam
37,12,0.854,10,642,5,0,Spam
42,18,0.589,1,840,0,1,Not Spam
35,6,0.874,0,156,5,1,Not Spam
87,8,0.789,5,664,0,1,Spam
6,18,0.674,12,903,2,1,Not Spam
68,12,0.609,8,859,0,1,Not Spam
18,7,0.048,2,208,2,1,Not Spam
73,17,0.872,4,296,1,0,Not Spam
29,1,0.418,8,756,4,0,Not Spam
77,17,0.56,13,122,2,1,Spam
59,17,0.022,13,126,1,1,Spam
47,10,0.936,8,594,1,1,Spam
17,0,0.903,6,935,1,0,Not Spam
96,13,0.543,13,973,1,0,Spam
22,15,0.577,3,776,2,0,Not Spam
68,10,0.705,10,192,0,1,Spam
69,0,0.265,1,937,1,0,Not Spam
37,6,0.222,1,864,3,1,Spam
49,15,0.674,3,350,1,1,Spam
13,13,0.104,0,741,0,1,Not Spam
34,14,0.454,13,210,0,1,Spam
86,13,0.493,3,689,4,0,Spam
53,20,0.381,11,850,4,1,Spam
87,10,0.185,13,244,1,1,Spam
51,15,0.355,10,703,1,0,Not Spam
3,18,0.338,5,342,5,1,Spam
42,16,0.499,15,973,5,1,Spam
98,5,0.675,5,527,4,1,Spam
32,10,0.968,6,980,1,0,Not Spam
51,16,0.144,4,567,5,1,Spam
85,8,0.873,8,153,3,1,Spam
46,17,0.284,1,56,2,0,Not Spam
21,16,0.591,1,112,4,1,Not Spam
44,11,0.547,3,94,4,1,Spam
11,4,0.557,14,775,0,1,Not Spam
68,10,0.723,3,202,1,1,Spam
1,3,0.382,3,736,4,0,Not Spam
92,3,0.319,0,478,4,0,Not Spam
63,2,0.853,3,718,5,1,Spam
24,16,0.22,11,697,3,0,Spam
99,6,0.18,4,646,1,1,Not Spam
13,3,0.016,8,428,2,1,Not Spam
98,12,0.211,2,226,3,0,Not Spam
11,11,0.519,14,264,2,1,Spam
100,0,0.539,2,352,0,1,Not Spam
51,20,0.254,13,692,4,1,Spam
17,18,0.072,4,544,5,1,Spam
99,20,0.745,9,313,3,0,Spam
82,19,0.758,5,973,2,0,Spam
86,17,0.998,2,935,1,0,Spam
24,10,0.9,0,767,0,0,Not Spam
19,19,0.926,9,292,0,0,Not Spam
37,2,0.798,7,398,4,1,Not Spam
85,16,0.616,11,645,4,0,Spam
8,11,0.129,0,683,2,0,Not Spam
28,9,0.622,1,45,2,1,Spam
5,7,0.056,2,699,0,1,Not Spam
17,14,0.885,5,563,2,1,Spam
36,4,0.482,3,752,4,1,Spam
19,3,0.697,3,737,0,1,Not Spam
64,20,0.052,14,952,0,0,Spam
91,19,0.534,8,873,1,0,Spam
98,18,0.301,5,629,1,0,Not Spam
11,20,0.285,11,110,2,1,Spam
54,3,0.39,1,495,2,0,Not Spam
45,14,0.001,6,908,4,1,Spam
47,16,0.467,14,745,4,0,Spam
12,11,0.487,12,207,1,1,Spam
21,2,0.863,2,588,0,0,Not Spam
11,9,0.449,8,638,3,0,Not Spam
92,14,0.364,5,973,5,1,Spam
5,9,0.995,15,214,5,1,Spam
81,17,0.571,7,553,3,1,Spam
56,0,0.473,12,717,2,0,Not Spam
20,2,0.496,15,899,5,1,Spam
41,20,0.809,12,104,5,1,Spam
46,11,0.341,0,611,3,1,Not Spam
12,0,0.389,1,860,3,0,Not Spam
70,2,0.756,5,96,1,1,Not Spam
17,2,0.073,2,349,0,0,Not Spam
19,4,0.865,0,402,4,0,Not Spam
26,18,0.43,5,452,1,0,Not Spam
48,0,0.581,4,396,5,1,Not Spam
52,3,0.757,12,360,4,0,Spam
96,3,0.266,8,196,1,1,Spam
70,16,0.89,5,445,1,1,Spam
55,13,0.979,4,443,3,1,Spam
100,17,0.494,0,986,4,0,Spam
75,0,0.937,14,193,1,0,Spam
33,15,0.001,0,425,3,0,Not Spam
62,2,0.894,10,101,2,1,Spam
88,20,0.311,0,40,4,1,Spam
23,8,0.311,6,710,1,0,Not Spam
15,3,0.228,5,417,5,0,Not Spam
27,20,0.317,13,349,2,1,Spam
75,4,0.213,15,244,3,1,Spam
64,10,0.906,4,796,1,1,Not Spam
81,20,0.899,15,421,5,1,Spam
51,8,0.102,3,800,3,0,Not Spam
53,2,0.143,10,782,3,0,Not Spam
78,5,0.862,13,804,5,1,Spam
91,10,0.399,12,913,3,0,Spam
82,8,0.169,12,874,4,0,Spam
92,14,0.511,10,940,2,1,Spam
51,2,0.417,7,457,2,1,Not Spam
47,0,0.219,10,291,0,0,Not Spam
4,19,0.721,7,299,1,1,Not Spam
7,18,0.631,4,242,3,0,Not Spam
35,13,0.1,14,606,1,1,Not Spam
48,16,0.925,3,682,2,0,Spam
73,13,0.558,14,956,2,1,Spam
72,16,0.25,1,890,3,0,Not Spam
45,13,0.206,6,528,4,1,Not Spam
81,11,0.136,4,361,5,1,Spam
81,15,0.425,2,948,3,1,Spam
97,0,0.136,8,636,3,1,Spam
96,12,0.416,8,61,0,1,Spam
72,5,0.149,10,195,5,0,Not Spam
19,16,0.657,14,264,4,0,Spam
63,11,0.785,10,272,1,1,Spam
38,18,0.55,9,293,5,0,Spam
67,5,0.68,13,978,4,0,Spam
59,6,0.938,15,353,3,1,Spam
69,0,0.638,10,623,3,0,Spam
13,0,0.364,15,30,3,0,Not Spam
47,4,0.449,7,171,3,0,Not Spam
61,5,0.861,0,208,3,0,Spam
31,15,0.131,11,979,5,1,Spam
80,15,0.326,2,695,5,0,Spam
96,13,0.577,1,657,5,0,Not Spam
22,0,0.676,15,230,4,0,Not Spam
93,12,0.763,3,992,3,0,Spam
86,19,0.318,1,116,2,1,Spam
43,9,0.146,11,840,5,0,Spam
67,9,0.955,10,358,2,1,Spam
54,8,0.076,7,66,0,1,Spam
10,12,0.096,0,839,1,1,Not Spam
42,2,0.495,3,755,5,1,Not Spam
64,17,0.819,4,994,2,1,Spam
21,19,0.775,13,76,0,0,Spam
80,1,0.938,9,94,4,0,Spam
76,16,0.142,3,273,1,1,Spam
66,18,0.376,7,682,3,1,Spam
41,12,0.282,1,590,5,0,Spam
24,12,0.861,8,856,5,0,Not Spam
35,0,0.488,1,971,3,1,Not Spam
56,1,0.027,1,617,4,0,Not Spam
30,0,0.708,12,189,1,0,Not Spam
57,4,0.389,1,165,5,1,Not Spam
94,2,0.531,11,858,2,1,Spam
47,6,0.894,15,52,1,1,Not Spam
35,12,0.257,9,534,0,1,Not Spam
19,17,0.24,7,815,5,1,Spam
8,20,0.263,2,276,4,0,Not Spam
26,6,0.338,9,145,2,1,Not Spam
71,0,0.107,10,978,1,0,Not Spam
30,4,0.697,13,132,1,1,Not Spam
7,16,0.207,9,834,2,1,Spam
67,7,0.926,14,824,0,1,Spam
65,14,0.216,13,361,0,1,Spam
36,19,0.256,7,67,1,1,Spam
25,3,0.297,6,383,3,1,Spam
37,1,0.769,9,806,2,0,Not Spam
1,4,0.428,3,417,5,1,Not Spam
15,0,0.819,6,214,0,1,Not Spam
37,4,0.785,10,870,5,0,Spam
13,5,0.929,7,756,0,0,Not Spam
8,1,0.757,5,744,0,1,Not Spam
5,0,0.052,5,340,4,0,Not Spam
60,3,0.837,2,813,5,0,Not Spam
73,6,0.938,4,157,3,1,Spam
1,0,0.994,9,374,0,1,Not Spam
36,0,0.125,1,864,3,0,Not Spam
35,7,0.613,11,89,1,1,Not Spam
66,19,0.199,4,830,1,0,Spam
63,15,0.263,4,601,4,0,Not Spam
23,20,0.746,6,502,3,0,Not Spam
9,12,0.978,15,739,2,0,Not Spam
34,17,0.595,3,731,4,1,Not Spam
46,19,0.851,13,78,0,1,Spam
78,9,0.009,10,790,1,1,Not Spam
4,11,0.037,5,408,1,1,Not Spam
30,0,0.597,8,872,2,1,Not Spam
95,9,0.389,3,370,4,1,Spam
75,8,0.89,10,865,3,1,Spam
99,2,0.302,13,888,1,1,Spam
72,18,0.432,5,358,0,1,Spam
3,8,0.528,12,696,2,1,Not Spam
14,9,0.273,11,776,2,1,Not Spam
60,18,0.908,8,615,5,1,Spam
77,15,0.465,9,455,2,0,Spam
45,17,0.424,11,469,0,1,Spam
96,13,0.85,15,396,2,1,Spam
34,2,0.312,0,978,3,1,Not Spam
45,1,0.817,7,410,5,1,Spam
61,0,0.122,0,500,3,1,Not Spam
83,17,0.183,15,840,4,0,Spam
16,8,0.951,3,133,4,0,Not Spam
66,12,0.842,2,765,3,1,Spam
40,1,0.388,3,793,0,1,Not Spam
17,6,0.638,13,922,5,1,Spam
34,15,0.943,6,191,4,0,Spam
16,20,0.212,12,37,2,1,Spam
60,18,0.059,13,254,3,1,Spam
66,14,0.537,8,329,1,0,Spam
66,10,0.143,8,914,0,0,Not Spam
90,0,0.187,9,688,0,1,Not Spam
13,20,0.892,0,742,3,1,Spam
56,6,0.007,14,300,1,0,Not Spam
31,19,0.817,9,850,0,1,Spam
34,7,0.517,0,215,5,1,Spam
39,9,0.559,8,134,4,0,Not Spam
67,4,0.672,3,416,5,1,Spam
8,8,0.431,11,691,1,0,Not Spam
87,0,0.116,12,686,5,1,Spam
78,1,0.103,13,582,2,1,Spam
55,18,0.754,2,437,4,0,Not Spam
27,13,0.221,12,303,1,0,Spam
93,19,0.028,8,604,3,0,Not Spam
53,9,0.98,4,347,0,0,Not Spam
39,8,0.98,11,360,4,0,Not Spam
65,9,0.378,5,641,3,0,Not Spam
17,5,0.026,0,817,1,0,Not Spam
30,16,0.727,15,240,2,0,Spam
53,5,0.831,0,28,0,0,Not Spam
13,3,0.125,12,928,0,1,Not Spam
21,19,0.135,13,101,4,1,Spam
19,2,0.822,15,851,3,0,Not Spam
53,18,0.922,6,313,1,1,Spam
19,17,0.791,9,394,1,0,Not Spam
57,3,0.201,14,553,3,0,Not Spam
25,7,0.412,7,434,0,1,Not Spam
86,16,0.601,15,118,3,0,Spam
31,4,0.16,10,701,5,0,Not Spam
81,12,0.211,7,721,1,0,Not Spam
55,0,0.283,13,637,3,0,Spam
23,12,0.51,12,851,0,1,Spam
32,3,0.511,6,989,4,0,Not Spam
62,13,0.814,12,796,5,1,Spam
74,2,0.753,10,401,0,1,Spam
10,4,0.914,8,882,2,0,Not Spam
100,6,0.833,0,959,2,1,Spam
72,0,0.254,1,523,3,1,Not Spam
54,11,0.331,12,466,0,1,Not Spam
52,10,0.5,2,699,0,1,Not Spam
20,7,0.014,12,363,1,0,Not Spam
32,5,0.904,11,444,4,0,Not Spam
14,1,0.044,12,644,5,0,Not Spam
50,18,0.322,4,859,0,1,Spam
28,19,0.569,3,325,5,1,Spam
53,19,0.518,3,167,3,0,Not Spam
24,13,0.654,14,868,1,1,Spam
79,0,0.528,7,751,5,1,Spam
22,9,0.229,7,473,5,0,Spam
30,15,0.201,10,957,5,1,Spam
63,3,0.907,6,52,5,1,Not Spam
4,10,0.264,0,751,5,0,Not Spam
77,15,0.281,9,520,1,0,Spam
59,19,0.413,14,338,3,0,Spam
87,0,0.139,3,716,5,0,Not Spam
8,15,0.507,0,212,5,0,Not Spam
82,18,0.665,15,892,3,0,Spam
12,20,0.786,10,199,0,0,Spam
31,8,0.711,13,886,0,1,Not Spam
78,8,0.148,4,537,1,0,Not Spam
34,8,0.456,2,410,1,1,Not Spam
82,16,0.039,2,540,4,0,Spam
98,11,0.018,3,376,1,1,Not Spam
75,12,0.44,1,592,3,1,Spam
76,7,0.253,6,483,5,1,Spam
49,15,0.683,11,949,3,1,Spam
79,17,0.724,12,694,4,1,Spam
57,0,0.895,3,118,2,0,Not Spam
95,0,0.761,4,167,2,0,Not Spam
93,11,0.048,11,589,3,0,Spam
26,5,0.372,13,746,2,1,Not Spam
18,8,0.273,15,335,2,1,Spam
96,4,0.386,1,201,4,1,Spam
86,15,0.16,5,566,5,0,Spam
38,17,0.098,8,322,1,1,Not Spam
81,16,0.521,15,577,1,1,Spam
87,17,0.72,7,618,2,0,Spam
88,0,0.702,7,23,0,0,Not Spam
50,18,0.451,1,797,4,0,Spam
8,7,0.522,14,126,5,1,Spam
41,2,0.516,3,94,5,1,Not Spam
6,4,0.692,7,59,2,0,Not Spam
69,7,0.048,10,658,0,1,Not Spam
44,18,0.71,0,714,0,1,Not Spam
64,17,0.582,7,138,5,1,Spam
29,17,0.198,2,92,4,1,Not Spam
28,20,0.049,7,571,1,0,Not Spam
11,0,0.109,5,223,5,1,Not Spam
65,14,0.525,6,996,5,1,Spam
19,17,0.758,1,115,3,0,Not Spam
9,6,0.335,14,298,0,1,Not Spam
27,15,0.379,0,162,3,1,Not Spam
34,15,0.934,5,134,3,0,Not Spam
44,14,0.213,11,495,4,1,Spam
68,5,0.104,2,903,5,0,Not Spam
100,8,0.343,3,152,1,1,Spam
82,6,0.746,12,187,4,1,Spam
15,13,0.626,14,933,0,1,Spam
51,10,0.416,8,264,1,0,Spam
13,20,0.965,2,296,5,1,Spam
83,15,0.735,1,994,2,1,Spam
49,5,0.062,15,278,1,0,Not Spam
70,15,0.745,1,65,4,1,Spam
56,19,0.024,1,365,4,1,Spam
76,15,0.65,5,866,3,1,Spam
51,11,0.21,1,914,5,0,Spam
37,16,0.696,10,256,2,0,Spam
17,4,0.31,15,72,5,0,Not Spam
58,12,0.873,6,167,1,1,Spam
87,7,0.337,6,718,2,0,Not Spam
90,4,0.62,6,552,5,1,Spam
29,11,0.286,13,109,3,0,Not Spam
33,8,0.917,12,252,2,0,Spam
60,2,0.781,1,746,2,1,Not Spam
91,2,0.243,6,900,1,0,Not Spam
89,0,0.949,9,70,2,0,Spam
55,17,0.357,7,684,3,1,Spam
10,11,0.652,7,855,0,1,Spam
47,8,0.743,13,647,0,1,Not Spam
23,8,0.023,1,413,4,1,Not Spam
85,17,0.959,4,233,0,1,Spam
21,17,0.344,13,470,1,1,Spam
13,6,0.19,5,358,4,1,Not Spam
33,3,0.851,8,370,0,1,Not Spam
24,12,0.703,5,668,0,0,Not Spam
11,16,0.087,9,304,4,1,Spam
17,1,0.117,5,952,1,0,Not Spam
68,13,0.715,9,897,4,1,Spam
47,2,0.075,9,602,1,1,Not Spam
25,4,0.917,14,264,1,0,Not Spam
94,13,0.742,5,569,5,0,Spam
73,2,0.335,8,747,3,0,Spam
21,6,0.363,9,658,0,1,Spam
84,17,0.506,6,603,5,1,Spam
83,12,0.361,0,245,0,1,Not Spam
83,9,0.783,0,846,5,1,Spam
12,12,0.975,13,460,2,0,Not Spam
37,15,0.585,3,493,4,1,Spam
42,8,0.446,14,463,5,0,Spam
17,1,0.223,11,815,3,1,Not Spam
48,4,0.653,1,431,0,1,Not Spam
28,16,0.686,2,833,2,0,Spam
41,3,0.685,11,265,3,1,Spam
99,16,0.027,6,602,1,0,Not Spam
47,8,0.899,13,726,0,1,Spam
18,19,0.338,6,519,5,1,Spam
78,1,0.744,13,970,4,1,Spam
99,17,0.76,11,569,3,1,Spam
71,20,0.651,2,136,2,1,Spam
13,10,0.395,12,769,4,0,Not Spam
82,12,0.608,1,383,1,1,Not Spam
13,7,0.04,14,933,4,1,Not Spam
100,0,0.762,12,223,2,1,Spam
31,16,0.1,12,370,1,1,Spam
2,11,0.397,0,338,2,0,Not Spam
16,3,0.104,8,378,0,1,Not Spam
9,20,0.837,9,536,2,0,Not Spam
73,12,0.55,2,959,4,0,Spam
38,8,0.691,8,508,0,0,Not Spam
75,6,0.683,14,688,0,0,Spam
54,4,0.842,14,126,3,0,Not Spam
56,4,0.133,3,759,4,1,Not Spam
86,16,0.66,14,673,4,0,Spam
97,8,0.575,9,845,1,0,Spam
100,5,0.031,5,191,2,0,Not Spam
87,18,0.201,12,677,5,0,Spam
45,15,0.268,6,538,2,0,Not Spam
34,20,0.073,9,874,4,0,Spam
9,1,0.355,13,884,2,1,Not Spam
88,9,0.027,5,977,4,1,Spam
