Age,Annual_Income,Credit_Score,Employment_Years,Loan_Amount,Debt_to_Income_Ratio,Existing_Loans,Dependents,Loan_Approved
47,90603,486,12,460529,0.15,5,3,No
29,81923,689,30,421704,0.29,4,4,No
27,90560,517,12,217380,0.22,1,1,No
61,93251,407,15,224724,0.45,5,0,No
28,144320,849,21,103563,0.31,4,1,Yes
32,77492,648,20,334336,0.17,2,4,Yes
33,51770,821,2,245523,0.64,0,3,Yes
34,96762,325,3,99391,0.4,3,3,No
43,55399,347,26,114615,0.39,5,2,No
19,141079,669,6,371738,0.71,2,5,Yes
29,98948,313,2,207521,0.45,0,3,No
43,133341,486,8,463603,0.58,2,4,No
40,77439,823,7,78509,0.3,5,3,Yes
35,64415,578,28,153047,0.47,1,3,Yes
49,32569,640,17,125555,0.59,4,4,No
55,22369,627,20,47392,0.27,2,0,Yes
64,129963,324,13,18305,0.57,5,1,No
20,117557,828,19,81215,0.48,0,3,Yes
55,20528,725,27,420177,0.38,4,1,Yes
20,128806,328,28,267372,0.58,5,1,No
47,50314,622,4,348323,0.29,1,2,Yes
18,122979,612,2,491107,0.59,1,0,No
47,38047,569,9,112864,0.46,3,1,No
62,39748,594,30,88544,0.23,4,2,No
49,55109,522,10,159546,0.55,1,4,No
45,33919,374,16,8979,0.71,2,4,No
38,67498,401,7,51343,0.28,1,4,Yes
63,75808,831,8,5739,0.66,1,5,Yes
30,100792,472,7,417774,0.3,1,5,No
44,90441,303,19,304961,0.67,3,4,No
53,133843,778,27,450015,0.09,5,4,Yes
24,133559,694,1,228254,0.06,0,2,Yes
39,94420,466,3,388268,0.13,5,0,No
27,48906,599,29,305298,0.71,1,0,No
56,127447,417,15,168344,0.45,0,2,Yes
32,91486,811,8,42339,0.5,4,2,Yes
32,86896,474,25,118591,0.68,0,5,No
21,123431,458,8,215868,0.09,4,3,No
49,41946,683,20,142666,0.34,3,1,Yes
40,67020,526,4,18185,0.53,4,5,No
23,94266,337,25,392058,0.35,4,5,No
41,143699,762,2,148644,0.07,2,4,Yes
37,42161,730,13,110784,0.54,3,5,Yes
54,47738,403,14,415785,0.34,1,5,No
37,23925,492,5,480725,0.06,3,1,No
29,28463,549,15,336897,0.18,2,3,Yes
50,77153,312,22,471400,0.21,4,0,No
45,102948,687,27,153591,0.43,5,4,Yes
25,81009,370,30,36953,0.19,3,5,No
18,107938,737,9,24804,0.32,2,5,Yes
54,119546,343,13,81286,0.61,5,0,No
39,111253,571,30,463753,0.66,1,2,Yes
23,61552,313,11,22275,0.65,4,1,No
38,76271,670,8,209490,0.57,3,0,Yes
49,29797,411,22,247462,0.46,3,3,No
52,106130,678,18,67068,0.46,5,0,Yes
32,91942,613,11,330488,0.77,4,4,No
22,138065,714,12,345428,0.71,3,4,No
63,33965,784,22,127750,0.54,4,1,Yes
23,33733,468,12,299745,0.4,2,2,No
42,73223,545,16,425791,0.6,4,5,No
63,147182,565,1,57705,0.1,1,4,Yes
57,146574,542,19,322365,0.76,4,3,No
46,46926,599,22,168441,0.46,5,1,Yes
24,48783,626,30,49617,0.43,3,4,No
57,103360,829,8,325459,0.27,5,3,Yes
30,56394,641,30,133240,0.05,4,5,Yes
55,128378,548,20,282461,0.1,4,0,No
35,84796,679,30,323253,0.25,4,5,Yes
19,48287,831,7,426534,0.46,1,3,Yes
25,102104,680,6,248154,0.11,5,5,Yes
28,50436,341,4,46239,0.78,1,1,No
50,106916,644,28,485920,0.36,3,4,Yes
55,110332,560,18,285226,0.29,5,2,Yes
44,93567,605,2,329664,0.44,3,2,No
37,107483,539,12,409295,0.1,4,3,No
29,23188,612,5,7884,0.69,0,3,No
60,111205,740,25,229469,0.4,5,3,Yes
48,121249,432,10,172419,0.18,2,4,Yes
44,117349,350,3,208803,0.17,4,2,No
49,26765,691,2,334931,0.32,2,2,Yes
27,71626,822,3,468392,0.48,1,1,Yes
20,108707,807,2,154812,0.36,3,1,Yes
62,30807,653,12,119297,0.5,0,0,Yes
44,30204,694,14,17815,0.58,3,4,Yes
52,112602,395,11,332321,0.61,1,3,Yes
48,77944,405,14,178963,0.35,4,1,No
32,62120,812,30,319710,0.59,1,0,Yes
33,122903,541,25,309112,0.16,0,0,Yes
30,42658,787,10,165985,0.43,4,2,Yes
52,57081,814,10,345584,0.1,5,4,Yes
28,145615,360,12,59860,0.23,4,4,No
38,54986,715,11,135134,0.49,0,5,No
28,99322,593,5,285606,0.61,3,3,Yes
47,114819,601,28,433698,0.12,4,4,No
52,70304,469,22,470699,0.21,3,5,No
39,85592,340,19,399554,0.79,2,3,No
55,78548,530,18,148854,0.3,0,4,Yes
48,130837,708,18,352753,0.26,2,2,Yes
31,118447,596,26,273758,0.11,4,5,Yes
41,59986,754,2,398957,0.57,0,0,Yes
49,94095,356,15,428426,0.43,4,4,No
53,111594,539,8,71269,0.17,0,4,Yes
49,108281,475,26,281088,0.52,3,2,No
32,86151,362,26,455207,0.44,1,1,No
60,93598,850,13,6806,0.47,5,3,Yes
52,48214,437,29,411501,0.8,1,1,No
20,129824,753,27,376018,0.07,0,0,Yes
33,58745,748,30,81993,0.74,2,1,Yes
22,129723,525,2,203361,0.68,0,0,Yes
38,62548,742,2,45126,0.36,3,3,Yes
27,30681,505,23,347267,0.71,5,2,No
36,26984,326,19,404073,0.54,2,0,No
42,47579,756,6,38792,0.72,0,3,Yes
21,110810,406,18,112978,0.5,5,5,No
46,123275,743,23,354828,0.21,5,2,Yes
36,74933,335,2,321505,0.48,0,1,No
60,47399,454,20,41322,0.18,4,1,Yes
19,51481,468,0,211579,0.16,3,0,No
27,20944,571,11,147980,0.54,3,4,No
60,113993,846,20,69627,0.76,1,5,Yes
42,29114,719,5,256976,0.49,4,4,Yes
37,59846,483,6,199715,0.65,2,5,No
36,103666,536,1,419418,0.18,5,2,No
40,97848,808,17,97228,0.54,1,1,Yes
41,145733,740,29,75102,0.6,3,3,Yes
28,52596,421,24,327027,0.08,0,5,No
63,124087,716,14,101555,0.12,4,2,Yes
51,95287,834,14,397335,0.64,3,0,Yes
45,26907,674,9,84558,0.38,3,5,Yes
22,143963,625,16,376605,0.35,4,0,Yes
22,48114,779,17,179792,0.74,3,2,Yes
38,45009,449,17,306806,0.79,1,3,No
29,104846,789,30,294174,0.62,4,1,Yes
21,70241,452,28,44850,0.64,3,1,No
59,55725,316,14,396747,0.21,3,3,No
37,38996,850,25,246322,0.19,4,1,Yes
55,26047,647,22,129825,0.79,0,5,No
42,124553,758,5,352432,0.57,2,4,Yes
31,48767,501,8,302541,0.57,4,4,No
28,36347,722,10,323238,0.26,0,3,Yes
49,122063,579,14,357784,0.71,5,4,No
28,44102,721,22,156688,0.08,3,5,Yes
35,24263,764,2,494690,0.26,1,2,Yes
44,128585,654,18,201406,0.19,5,1,Yes
35,87438,677,0,142733,0.58,3,5,Yes
40,116359,423,23,193101,0.59,3,2,No
28,50540,379,16,162119,0.45,5,3,No
38,120871,532,10,437259,0.05,0,5,No
61,95726,779,29,182514,0.71,4,5,Yes
22,83769,453,17,328522,0.77,2,4,No
40,60843,708,10,293087,0.2,2,2,Yes
58,47690,330,27,39487,0.68,4,2,No
42,22994,802,6,79769,0.78,4,0,Yes
58,123533,670,0,74023,0.3,1,2,Yes
27,87546,622,11,422775,0.19,4,4,No
39,27377,631,3,338524,0.78,1,1,No
36,98572,542,24,439735,0.09,4,1,Yes
18,46467,729,7,489892,0.26,1,1,Yes
24,135518,481,14,263975,0.61,4,4,No
21,20048,772,10,16416,0.51,4,1,No
18,56978,675,29,290003,0.56,2,5,Yes
32,135866,380,28,92789,0.58,3,5,No
57,140456,849,7,109766,0.56,3,1,Yes
29,67606,719,11,23184,0.31,1,3,Yes
39,101574,766,2,294990,0.28,0,3,No
39,118112,727,20,231829,0.37,5,0,Yes
64,93414,356,30,309915,0.66,2,5,No
34,113145,621,3,91995,0.75,4,0,No
46,69222,841,26,262033,0.39,2,2,Yes
63,68115,794,11,413714,0.11,0,2,Yes
31,109606,565,7,74798,0.75,2,5,No
37,60647,526,26,300058,0.11,0,5,No
50,74607,353,22,189052,0.17,5,2,No
60,77410,303,29,397106,0.7,0,0,No
32,41996,738,22,312644,0.46,0,1,Yes
29,74921,609,9,170957,0.31,0,2,No
57,103697,388,25,305359,0.75,0,1,No
37,66022,619,22,331464,0.77,4,1,Yes
47,60148,674,0,485150,0.3,2,0,No
55,87764,800,12,114159,0.7,3,3,Yes
20,111901,533,30,34924,0.56,3,5,No
45,110724,636,6,191171,0.26,4,3,No
43,144766,484,19,68113,0.76,1,4,Yes
47,128118,737,27,267462,0.1,5,3,Yes
30,28888,479,2,213769,0.29,0,2,No
30,108666,375,28,82859,0.35,2,0,No
19,59159,571,15,403965,0.57,0,1,Yes
54,62197,354,11,103558,0.08,0,0,Yes
55,104326,376,28,145600,0.72,3,5,No
19,110360,595,30,26441,0.54,0,4,No
53,118941,518,4,144598,0.26,2,4,Yes
43,44474,576,17,245659,0.54,2,4,Yes
28,37333,565,7,435377,0.45,3,1,No
25,128400,342,11,6044,0.3,4,4,Yes
61,56355,660,27,345445,0.07,3,5,Yes
57,119415,527,24,416391,0.46,3,4,No
60,149686,526,20,184959,0.11,0,4,Yes
39,93903,362,2,449887,0.66,1,5,No
37,86258,470,15,5961,0.12,5,5,No
25,51145,606,9,467501,0.37,4,1,No
46,138530,333,22,372964,0.38,4,4,No
57,138362,429,16,188038,0.47,4,2,Yes
43,123170,693,9,284117,0.08,0,0,Yes
47,95675,450,2,219980,0.2,3,4,No
34,69854,683,24,310537,0.2,5,4,Yes
37,87664,316,1,106293,0.5,0,0,No
33,127422,313,26,305577,0.25,2,4,No
63,106153,380,13,337221,0.16,1,5,No
60,113616,506,8,428894,0.06,1,4,No
24,55285,503,26,23344,0.68,5,2,No
33,145277,678,16,181226,0.78,0,5,No
62,37533,843,3,407062,0.58,3,3,Yes
64,52624,322,27,432062,0.36,4,1,No
44,66996,461,25,237450,0.14,5,1,No
40,66947,443,28,374995,0.41,5,0,No
41,47956,403,21,75565,0.39,2,2,No
26,71030,681,14,325946,0.36,2,1,No
52,78597,754,12,21272,0.33,5,0,Yes
37,62443,716,22,184685,0.42,1,0,Yes
54,148344,623,30,356450,0.1,5,0,Yes
59,118613,470,30,393306,0.08,3,1,No
34,85464,573,18,280248,0.1,4,3,Yes
64,148019,751,8,414071,0.2,1,0,Yes
48,23952,424,3,435740,0.26,3,4,No
25,76880,682,20,388207,0.18,4,3,Yes
32,72201,616,7,239071,0.24,0,3,No
48,140454,406,30,71455,0.19,3,4,No
47,144444,762,27,309850,0.16,5,1,Yes
63,132175,729,14,301670,0.27,5,1,Yes
37,62460,636,13,236207,0.35,2,2,No
56,42796,795,2,145435,0.61,3,1,Yes
29,51746,661,23,450646,0.77,3,2,No
34,106785,731,29,316655,0.74,5,0,No
59,20015,819,29,61738,0.41,5,1,Yes
47,69757,705,26,84791,0.4,3,1,Yes
46,45957,676,16,467562,0.14,4,4,Yes
36,101541,451,7,6440,0.78,4,0,No
63,41292,621,13,376559,0.62,0,5,No
28,142694,513,12,203327,0.69,0,5,No
51,51876,364,14,387504,0.23,4,2,No
24,80727,569,10,180285,0.35,4,0,Yes
61,67046,836,26,267699,0.13,1,5,Yes
51,34817,399,14,112729,0.76,3,3,No
37,111006,404,11,82648,0.26,3,4,No
55,29759,430,25,131919,0.5,2,3,No
41,68432,688,23,466049,0.16,4,5,Yes
27,26412,620,21,268679,0.65,4,2,Yes
49,77757,737,20,151003,0.19,0,1,Yes
32,40504,318,8,470034,0.66,5,1,No
54,128500,524,21,124773,0.35,0,1,Yes
37,28507,759,14,492386,0.48,5,2,No
20,41050,693,0,49262,0.25,3,3,No
54,24820,525,11,358165,0.71,3,2,No
57,27835,659,5,498481,0.62,5,2,No
25,113167,729,0,258902,0.32,4,3,Yes
57,120153,314,21,29587,0.49,3,5,No
61,33587,845,18,366427,0.15,4,1,Yes
40,120257,713,21,169112,0.17,2,4,Yes
57,77732,654,12,312687,0.45,2,2,Yes
28,71921,756,5,356321,0.53,1,2,Yes
63,65499,830,16,424789,0.47,0,3,Yes
25,137734,495,12,75680,0.47,1,5,No
46,142282,414,8,386465,0.61,2,4,No
47,26840,716,7,193334,0.73,3,2,No
27,123370,651,30,399904,0.34,0,0,Yes
56,85077,374,14,118624,0.45,0,4,No
45,51440,335,17,350659,0.72,1,2,Yes
53,55183,541,1,298947,0.4,0,4,No
30,116172,362,20,152226,0.38,2,5,No
49,22389,808,30,122930,0.62,3,0,Yes
53,75076,487,25,239059,0.71,1,0,No
54,134515,392,1,216731,0.6,3,4,No
43,143183,304,10,28998,0.13,5,1,No
39,86299,737,0,397088,0.4,1,4,No
21,109461,465,17,10786,0.21,5,3,No
48,112085,745,20,64059,0.29,4,1,Yes
35,135503,324,26,231897,0.4,0,5,No
55,59023,807,30,206737,0.22,4,0,Yes
41,70029,397,25,99450,0.44,5,1,No
40,59941,567,29,423993,0.53,0,0,No
39,108993,692,6,204453,0.71,4,0,No
19,73950,584,20,78984,0.21,3,0,No
48,141677,408,16,191362,0.28,2,3,No
28,106959,326,15,251069,0.35,1,3,No
45,96054,354,6,32139,0.22,0,2,No
63,145309,432,21,223326,0.3,1,5,No
49,85363,351,6,447246,0.71,2,3,No
22,128556,792,1,421797,0.15,4,5,No
55,81742,597,4,295137,0.38,3,0,Yes
27,144459,698,13,309192,0.28,5,5,Yes
57,117896,317,7,148995,0.11,1,4,No
63,65215,545,28,411300,0.12,5,5,No
41,145081,802,11,350240,0.64,4,1,No
52,67857,388,6,420783,0.69,5,4,No
61,75476,502,5,24481,0.61,0,0,Yes
40,48173,539,12,364696,0.45,1,4,No
34,29395,789,21,16422,0.63,1,1,Yes
18,79768,312,11,334404,0.16,0,2,No
48,130371,614,16,232079,0.64,2,2,No
48,104743,497,15,335308,0.37,4,5,No
59,123591,542,0,60296,0.61,5,5,Yes
59,137973,806,6,263126,0.22,5,3,Yes
51,66229,342,2,295019,0.67,1,4,No
26,46639,629,5,22734,0.48,4,3,No
39,131706,728,27,487861,0.06,5,3,Yes
30,82583,461,20,464371,0.44,3,4,No
42,144859,734,2,56700,0.28,4,4,Yes
35,48924,532,21,18786,0.09,4,1,No
29,146011,410,2,129258,0.39,5,4,No
57,92969,531,7,59395,0.28,0,4,Yes
34,50104,572,13,230242,0.2,5,5,No
32,140862,340,30,463387,0.31,4,3,No
59,129588,765,22,120665,0.18,5,2,Yes
32,57594,376,8,354607,0.27,5,0,No
32,23664,789,4,331907,0.14,2,2,Yes
56,30528,416,27,473481,0.11,4,4,No
30,48190,733,14,92773,0.73,3,0,Yes
34,86033,318,16,107076,0.73,5,4,No
49,81161,495,26,196994,0.67,4,5,No
26,93177,750,9,40301,0.22,5,1,Yes
57,148404,724,30,243045,0.59,0,4,Yes
37,90179,693,26,197070,0.49,3,0,Yes
43,90592,583,7,121582,0.09,0,5,No
44,52899,333,17,64724,0.72,5,1,No
38,90979,594,5,63976,0.8,2,5,No
35,37241,550,16,288879,0.58,2,0,No
30,66211,638,21,105344,0.22,0,1,Yes
33,83472,739,3,350629,0.47,2,3,Yes
26,94248,479,20,25509,0.13,5,0,No
29,93757,527,14,99934,0.27,0,3,No
61,51346,322,9,468020,0.59,1,5,No
55,101196,626,22,171679,0.28,4,3,Yes
36,124451,453,12,442723,0.16,1,4,No
24,97124,445,21,260927,0.06,2,2,No
52,122908,551,0,118362,0.48,0,1,Yes
35,62220,601,24,57540,0.78,0,0,Yes
33,37942,369,21,177016,0.41,5,5,No
56,69167,842,21,306452,0.21,0,3,Yes
21,56373,392,8,410628,0.4,0,5,No
42,131588,462,27,454615,0.5,4,4,No
49,87143,380,25,368191,0.65,3,0,No
57,140623,362,4,163222,0.39,1,5,No
30,130013,735,10,207250,0.18,2,4,Yes
62,22016,347,30,194835,0.19,0,0,Yes
34,89110,744,21,342749,0.72,1,4,Yes
54,149979,373,21,430048,0.23,3,4,No
23,66309,841,22,464778,0.6,1,2,Yes
36,27274,456,24,386463,0.25,2,3,Yes
30,128239,786,20,128480,0.59,0,1,Yes
43,35748,565,20,74128,0.11,2,1,No
31,40175,555,3,464739,0.21,0,0,No
48,124710,338,25,348597,0.36,3,0,No
21,31826,354,19,128485,0.44,5,5,No
56,103008,327,15,274382,0.31,2,5,No
25,149288,417,27,106051,0.48,1,2,Yes
42,54129,669,23,472082,0.29,5,0,No
30,146252,508,28,392081,0.56,3,1,Yes
49,90009,615,17,328074,0.43,2,3,No
55,139982,692,25,403866,0.58,5,2,Yes
55,43490,743,7,123913,0.37,0,0,Yes
45,125623,558,1,435480,0.71,5,2,No
47,61435,497,30,129124,0.34,3,2,No
20,95017,744,16,488969,0.28,0,2,Yes
45,28520,604,9,447804,0.47,5,0,No
20,146924,638,12,284951,0.43,4,4,No
62,111951,828,14,161784,0.44,1,0,Yes
51,103106,353,8,238097,0.65,0,0,No
33,81877,411,26,461131,0.49,2,5,No
39,39798,718,7,453042,0.71,4,0,No
49,74638,604,5,426081,0.51,3,0,Yes
55,89072,737,3,488385,0.07,2,0,Yes
25,87309,384,17,251896,0.7,3,2,No
25,49894,823,23,357955,0.68,4,2,Yes
23,82963,551,2,268289,0.09,2,0,Yes
31,128559,425,25,261407,0.14,0,5,No
49,144724,704,3,485715,0.47,5,3,Yes
52,74567,603,20,210908,0.08,2,5,Yes
27,147843,327,12,117233,0.36,1,3,No
20,55326,565,19,484631,0.78,0,4,No
29,75059,351,10,191723,0.18,1,3,No
48,25079,810,7,142314,0.2,2,1,Yes
46,45838,506,24,412048,0.56,2,1,Yes
22,141412,810,13,200077,0.08,3,3,Yes
42,107340,500,13,488435,0.67,2,0,No
58,67109,583,15,64328,0.2,0,3,Yes
48,105211,656,13,346965,0.45,1,1,No
38,45594,346,0,492575,0.24,5,3,No
37,62749,436,1,210705,0.54,5,2,No
56,56292,429,27,255705,0.49,4,4,No
39,138192,494,19,314996,0.76,1,2,No
21,94534,663,0,269136,0.38,5,5,No
30,140677,731,10,41890,0.71,5,2,No
62,99233,368,5,361470,0.48,3,4,No
59,71818,757,14,165466,0.74,4,0,Yes
37,131910,839,11,130027,0.27,5,4,Yes
30,33429,634,4,377738,0.46,5,0,No
34,77748,825,28,186029,0.34,4,1,Yes
53,68807,315,22,219984,0.1,2,3,No
50,27140,755,11,70353,0.48,5,1,Yes
18,83226,809,21,28880,0.65,3,1,Yes
32,127089,508,13,90520,0.47,3,1,No
30,34901,457,13,477293,0.26,2,3,No
34,108815,636,18,33975,0.25,5,0,Yes
41,48525,540,4,197688,0.23,0,4,No
25,40491,357,2,402226,0.78,2,0,No
44,88816,604,24,472027,0.35,3,0,No
62,54980,644,17,451726,0.29,4,2,No
40,133517,313,5,125003,0.36,0,3,No
63,115525,658,8,434304,0.14,5,0,Yes
25,28078,676,25,389381,0.2,3,0,No
25,111654,542,6,220497,0.43,3,1,No
43,149101,444,20,307740,0.65,2,5,No
64,109521,714,17,307797,0.71,1,2,Yes
30,68704,693,1,253216,0.7,3,4,No
56,36997,657,19,373316,0.76,1,5,No
54,99810,457,9,430371,0.14,0,2,No
45,20868,317,11,142421,0.08,4,1,No
42,135499,646,1,28347,0.13,1,1,No
33,46398,357,27,466814,0.5,1,1,No
19,101578,454,12,336532,0.47,1,3,No
35,117356,786,28,329385,0.55,1,5,Yes
34,133711,830,7,321286,0.33,1,1,Yes
47,41246,786,25,411376,0.34,0,0,Yes
56,40561,450,22,480074,0.46,5,3,No
30,36254,658,6,70923,0.11,5,1,Yes
49,54512,667,2,314035,0.65,3,3,Yes
46,120560,346,22,110341,0.74,4,0,No
63,109532,506,7,470662,0.34,3,1,No
47,114154,749,20,151830,0.6,0,5,Yes
35,97395,782,0,7003,0.46,0,1,Yes
30,77865,442,14,161679,0.23,1,0,No
60,43580,699,0,305657,0.1,0,1,Yes
38,90959,396,11,383372,0.23,0,0,No
47,123393,346,10,357705,0.5,1,1,No
38,92144,490,15,205155,0.08,0,1,No
34,62485,439,29,459997,0.68,0,2,No
57,70621,530,3,292816,0.78,0,3,Yes
36,137363,639,1,46819,0.11,2,4,No
32,70665,790,22,478208,0.24,5,2,No
26,90412,348,28,464053,0.56,3,2,No
27,70603,752,2,110408,0.65,2,3,Yes
61,41038,615,27,167675,0.31,3,2,Yes
48,113542,621,3,121707,0.44,1,0,No
40,121311,386,24,112376,0.72,1,2,No
47,116346,773,17,113777,0.34,5,4,Yes
50,34325,581,11,484297,0.11,3,0,Yes
26,55892,373,23,382061,0.8,3,5,No
64,21753,752,0,456481,0.19,5,3,Yes
18,115067,346,2,176550,0.09,4,3,No
61,37996,395,3,86714,0.36,3,3,No
52,88811,330,29,350896,0.14,3,0,No
28,94283,833,5,340922,0.78,1,3,Yes
51,65211,316,16,134682,0.34,1,3,No
33,136737,511,29,385510,0.67,0,4,Yes
26,82820,534,7,143568,0.18,0,1,No
49,20824,691,17,484618,0.15,1,5,No
32,33880,653,15,395181,0.54,0,1,Yes
29,129345,604,20,33357,0.73,2,1,No
50,137718,849,5,259704,0.14,2,3,Yes
62,86617,839,23,51252,0.49,5,0,Yes
31,31517,808,18,429428,0.11,0,3,No
25,41683,694,27,273031,0.66,0,1,No
25,36876,730,24,350542,0.73,3,4,No
44,123068,476,27,433072,0.52,3,3,No
29,76354,705,20,11040,0.57,2,3,Yes
18,93802,600,7,488288,0.09,5,3,No
60,96719,744,3,149512,0.1,2,0,Yes
57,138048,426,27,133053,0.18,3,4,Yes
59,143250,648,8,379869,0.26,3,4,No
28,106602,320,7,33371,0.62,5,4,No
56,135016,719,20,417940,0.38,3,4,Yes
60,98413,451,18,335023,0.11,0,1,No
48,29982,459,0,143260,0.69,1,3,No
34,94504,779,30,104542,0.8,2,5,Yes
50,46598,742,20,492848,0.39,4,4,Yes
49,34639,395,20,326724,0.43,5,2,No
46,90210,651,3,50216,0.11,3,2,No
38,89852,374,9,208464,0.34,0,5,No
38,133618,658,25,289188,0.33,2,1,Yes
57,144067,432,7,15620,0.77,3,2,No
40,29695,699,2,287867,0.55,0,2,Yes
23,68582,438,11,308286,0.64,2,2,No
39,51094,545,25,46503,0.15,2,1,Yes
55,80635,590,8,225083,0.36,4,3,No
54,42187,411,2,428459,0.19,4,1,No
62,138013,469,3,431076,0.7,2,0,No
25,148721,539,5,204023,0.16,0,0,No
58,126683,636,8,140326,0.38,3,2,No
52,21214,437,25,474389,0.09,5,2,No
28,43940,535,1,160582,0.53,3,3,No
41,146166,302,1,107837,0.41,2,5,No
38,64406,415,17,208124,0.42,3,2,No
19,111221,771,20,74937,0.13,4,0,Yes
57,63481,430,21,499552,0.44,3,2,No
36,35977,782,2,168194,0.47,1,3,Yes
56,147819,700,2,457533,0.77,4,0,Yes
45,64839,500,17,352353,0.07,4,2,No
34,77874,591,26,427869,0.74,2,3,No
23,78414,641,5,179408,0.41,2,3,Yes
36,121440,515,0,461544,0.21,3,0,No
55,45538,665,24,156894,0.55,3,0,Yes
45,124922,768,14,339547,0.44,2,5,Yes
19,123569,717,10,51944,0.22,0,0,Yes
55,76241,326,9,41002,0.52,3,3,No
54,93501,754,3,486133,0.4,0,0,Yes
21,95133,313,13,22517,0.57,4,0,No
39,80481,397,1,82366,0.57,5,3,No
43,127012,578,12,277733,0.4,5,5,No
60,47740,789,15,65117,0.34,1,3,Yes
53,83328,506,11,132340,0.1,0,0,No
30,92105,532,21,64264,0.42,3,0,Yes
49,70643,538,4,301974,0.23,5,0,No
34,123517,549,18,64544,0.09,2,5,Yes
58,31881,605,28,9627,0.3,2,3,Yes
53,56996,762,2,393038,0.12,1,4,Yes
63,52177,535,20,123159,0.48,1,1,Yes
36,142196,590,19,264123,0.43,4,2,Yes
52,57177,338,20,378590,0.64,0,1,No
63,86126,482,1,464220,0.25,1,5,No
57,76531,329,26,202952,0.33,4,3,No
45,46119,687,16,161526,0.57,4,4,Yes
18,137744,442,20,265691,0.79,4,5,No
59,136894,718,10,460022,0.73,5,3,No
35,47915,373,0,76634,0.44,5,0,No
57,22708,354,18,430445,0.56,3,5,No
50,58749,323,7,369255,0.45,1,2,No
29,64989,321,30,108040,0.38,5,1,No
25,42106,727,10,288485,0.5,2,3,Yes
41,37131,331,7,282519,0.34,4,4,No
33,66553,638,24,100642,0.26,2,0,Yes
21,78144,814,16,450713,0.58,3,4,Yes
55,26553,811,19,447956,0.7,0,2,Yes
61,37881,369,5,489657,0.27,3,4,No
44,21379,387,6,70627,0.58,3,4,No
26,110791,518,20,120145,0.38,1,0,No
64,125664,569,12,262293,0.28,4,4,Yes
33,89306,377,6,67515,0.52,3,0,Yes
29,39726,309,10,6884,0.75,4,2,No
48,132753,767,30,346112,0.31,2,3,Yes
41,29088,635,9,117586,0.62,0,0,No
31,54314,485,7,90041,0.29,0,5,No
62,137814,845,9,84738,0.65,2,5,Yes
42,75041,420,21,342911,0.62,1,3,No
51,124512,573,10,110946,0.62,2,1,No
20,36350,709,19,307864,0.8,5,4,No
41,127179,657,16,14595,0.16,2,3,Yes
59,119599,397,10,90623,0.34,5,4,No
26,101397,540,15,468234,0.52,1,0,No
43,99509,413,4,432965,0.49,1,4,No
37,37769,786,9,18918,0.64,3,2,Yes
57,67249,540,25,133660,0.09,4,5,No
27,102862,455,25,297128,0.58,0,3,Yes
36,121584,651,19,375432,0.6,1,4,Yes
20,66365,343,4,282957,0.1,5,3,No
41,70185,611,19,402682,0.45,1,3,Yes
22,22786,437,8,39999,0.23,3,2,No
20,120537,735,2,63115,0.65,3,0,Yes
44,146525,442,2,223773,0.09,4,4,No
33,21620,598,30,177236,0.16,1,1,Yes
32,56303,561,9,214849,0.13,1,3,Yes
52,39589,811,6,113715,0.1,3,0,Yes
29,22882,361,1,476864,0.5,2,1,No
58,82248,722,24,357477,0.7,4,3,No
61,69322,695,7,210991,0.43,1,1,Yes
43,149236,330,11,286843,0.21,0,4,No
64,44524,629,29,147553,0.31,0,4,Yes
51,29745,468,21,468927,0.32,5,5,No
40,122201,565,29,88518,0.39,3,3,Yes
48,35861,607,28,167406,0.37,5,3,No
37,111707,758,8,457468,0.55,0,5,No
29,111735,484,10,123950,0.3,3,4,Yes
40,138810,633,18,350606,0.55,2,0,Yes
21,74261,814,19,406549,0.46,3,1,Yes
40,143971,740,22,347140,0.09,1,3,No
18,22837,690,16,70625,0.74,0,3,Yes
42,94135,553,12,230169,0.18,1,2,No
19,101447,634,0,287934,0.39,0,1,Yes
47,74380,699,0,403706,0.76,0,5,No
20,106089,465,27,53055,0.24,3,4,No
38,125025,559,7,375903,0.07,4,5,No
42,69831,303,12,475456,0.42,0,3,No
37,109349,418,5,385538,0.22,0,3,No
39,58255,769,2,103163,0.49,5,4,Yes
38,133425,769,15,153665,0.66,4,1,Yes
50,49520,792,9,173818,0.43,1,0,Yes
55,49541,799,6,303136,0.53,0,4,Yes
32,85772,369,21,42624,0.55,3,0,No
63,47350,669,20,94713,0.67,4,3,Yes
32,64397,480,2,158695,0.57,4,0,No
63,97085,304,13,96471,0.78,5,0,No
42,83865,496,15,252298,0.39,0,4,No
38,75956,346,3,136220,0.09,1,5,No
41,47453,439,30,413479,0.35,1,3,No
22,82345,839,28,291593,0.68,2,1,Yes
23,120727,726,12,135670,0.15,2,2,Yes
60,32906,609,26,487835,0.6,3,0,Yes
61,34988,573,26,394834,0.45,5,3,No
64,47723,838,0,364282,0.73,0,2,Yes
40,53800,689,24,186649,0.6,1,1,Yes
21,59107,758,4,121405,0.55,2,2,Yes
44,47430,660,17,309458,0.72,0,1,Yes
35,52535,368,11,149610,0.73,5,5,No
38,88476,730,10,248491,0.34,0,2,Yes
45,146581,331,8,490733,0.75,1,1,No
52,107329,812,27,187859,0.09,0,5,Yes
39,97798,481,6,72899,0.62,4,0,No
57,72284,547,13,201318,0.3,2,2,Yes
