Age,Monthly_Charges,Total_Charges,Tenure_Months,Number_of_Services,Support_Calls,Contract_Length,Payment_Delay_Days,Churn
30,63.43,9352.08,29,3,10,36,18,Yes
34,55.42,5728.64,5,7,5,1,30,Yes
49,91.39,6393.22,4,7,3,24,28,Yes
26,113.84,6814.26,51,2,4,36,27,Yes
57,149.14,5833.01,15,7,7,36,12,Yes
37,37.1,8639.26,60,6,7,1,9,No
43,26.41,6292.17,26,5,6,1,15,No
44,110.27,9123.72,23,2,4,24,30,Yes
38,128.19,6032.15,29,6,5,36,9,No
35,130.03,2125.66,57,5,7,36,30,Yes
30,108.2,9178.84,62,3,4,36,9,Yes
33,144.02,6975.46,59,3,2,12,27,Yes
26,86.43,7142.77,48,2,8,1,11,Yes
29,138.8,9862.08,35,2,8,36,0,Yes
61,145.82,1214.37,46,5,9,12,27,Yes
55,130.13,4571.63,33,7,0,36,17,Yes
36,60.27,2771.41,71,1,6,1,19,No
24,45.51,6489.05,10,2,3,36,27,Yes
52,91.26,8164.71,48,6,5,36,27,Yes
65,78.89,9679.95,44,1,6,24,10,Yes
35,134.11,4818.66,70,1,7,24,6,Yes
33,33.0,7969.07,63,7,10,36,13,No
56,53.51,9211.99,49,1,4,12,7,No
21,117.73,6991.59,72,3,4,12,29,No
42,32.35,2805.96,41,3,5,12,3,Yes
49,61.7,6274.61,39,1,6,36,2,Yes
57,70.33,9714.54,23,1,4,12,9,No
30,100.94,9881.76,13,3,4,24,8,Yes
62,40.56,6602.42,53,5,3,36,14,No
34,131.88,8926.38,70,7,0,24,30,Yes
66,78.18,2403.32,57,7,6,24,7,No
54,139.21,2837.75,67,6,6,12,12,Yes
23,80.82,9552.43,48,7,5,24,21,No
36,55.76,1784.74,20,4,9,24,24,Yes
30,38.44,2315.51,62,2,1,1,23,No
43,20.49,4495.21,45,1,1,1,6,Yes
31,89.18,6101.05,63,3,5,1,12,No
48,33.93,6236.26,8,7,8,12,5,No
21,70.92,3273.77,26,1,4,12,9,No
56,96.61,9245.83,38,1,6,24,18,No
25,55.84,9193.45,41,1,1,24,27,Yes
42,42.78,4224.65,2,7,5,12,10,No
30,120.71,4625.77,7,1,10,36,28,Yes
49,143.08,7173.72,25,5,5,36,15,Yes
55,33.06,6798.46,51,2,9,36,21,No
55,40.23,4131.82,50,2,5,1,19,Yes
45,144.8,4435.32,64,3,5,24,20,Yes
47,24.91,3806.37,12,5,3,36,22,No
20,147.09,2736.16,53,5,4,1,28,Yes
45,20.6,4852.31,10,2,3,24,13,Yes
20,133.58,7021.12,61,3,5,36,22,Yes
62,59.95,7548.68,55,5,8,36,27,Yes
51,142.02,7899.3,68,3,4,1,8,Yes
33,61.2,4059.95,42,2,4,36,15,No
39,105.06,7764.04,66,1,2,24,8,No
49,30.4,561.9,44,6,10,36,5,No
55,51.5,5031.97,28,6,6,1,5,No
25,120.58,8042.09,58,6,4,36,28,No
25,88.73,6485.42,2,5,1,1,17,Yes
23,140.64,5003.6,55,3,8,12,23,Yes
31,75.74,6624.1,34,1,4,36,18,Yes
49,133.08,9115.99,20,2,6,24,16,Yes
52,78.36,5880.63,47,7,6,36,3,No
27,147.3,8097.97,26,4,9,1,20,Yes
20,144.78,9817.06,1,6,7,12,18,Yes
29,62.79,7202.9,65,5,3,24,29,No
66,135.17,5946.59,15,7,6,36,22,Yes
48,130.19,856.12,14,5,2,12,26,Yes
46,47.39,4057.54,55,3,8,1,20,Yes
22,101.16,5871.71,1,2,7,24,10,Yes
69,29.45,8073.46,33,6,9,1,25,Yes
42,128.77,4662.0,70,2,8,36,20,Yes
58,42.69,9620.55,56,5,1,1,21,No
48,29.21,3082.04,23,5,3,12,10,No
38,72.03,7573.39,54,6,0,1,10,No
37,95.0,4480.8,3,6,7,24,21,Yes
56,131.14,5116.89,46,3,3,12,24,No
39,146.65,8123.77,6,3,3,36,18,Yes
21,77.13,3314.04,25,4,6,1,7,Yes
30,27.86,1419.71,17,1,5,1,26,Yes
62,117.39,5442.43,28,3,2,36,22,Yes
59,93.47,5523.55,32,1,7,36,15,Yes
67,78.23,8073.09,23,5,1,1,24,Yes
66,60.2,9699.03,16,4,0,36,20,No
37,85.31,1025.36,26,4,1,12,22,Yes
69,64.03,6121.05,33,7,8,24,7,No
30,118.41,6972.15,58,7,4,12,8,No
34,90.71,9865.11,48,7,4,1,23,Yes
53,133.99,9454.61,55,4,5,12,11,No
50,90.66,7268.28,41,2,2,1,11,Yes
18,50.97,5457.0,62,6,0,12,1,No
32,130.64,2034.48,17,7,7,1,26,Yes
30,92.44,4149.68,59,6,6,36,5,No
34,46.89,6058.66,14,5,7,12,3,Yes
41,101.06,7389.4,21,2,8,1,28,Yes
25,66.5,6536.3,63,2,1,36,12,Yes
67,129.77,7284.17,46,4,4,1,29,Yes
44,78.93,4576.95,55,2,1,12,3,No
62,114.44,7412.46,62,5,7,12,8,Yes
40,32.42,1865.54,39,5,3,1,6,Yes
63,71.48,2044.57,42,7,10,36,5,No
25,147.82,2046.91,48,2,3,24,17,Yes
25,125.1,8963.22,28,6,9,1,14,Yes
43,40.79,1222.32,6,5,7,1,15,Yes
64,56.11,8114.33,59,6,6,24,0,No
30,62.88,2718.92,70,1,0,1,9,No
56,104.55,4950.08,39,2,6,12,29,Yes
54,118.41,9201.59,57,4,9,12,3,No
66,117.44,6066.4,54,7,2,36,30,No
45,86.28,2496.12,60,4,4,24,24,No
42,125.41,3198.86,17,5,7,1,3,Yes
33,76.82,9244.24,40,5,5,12,17,No
19,36.1,4557.87,66,4,7,1,12,No
35,93.38,6076.36,54,1,4,24,23,Yes
34,143.8,4869.36,71,4,9,12,21,Yes
47,123.09,4095.16,44,2,8,24,0,Yes
56,95.23,2621.15,67,4,10,1,19,Yes
30,104.08,7018.82,57,3,5,36,9,No
49,140.97,7323.3,36,1,10,1,20,Yes
67,75.68,3111.41,57,7,8,1,0,No
46,63.08,7995.6,43,1,3,24,1,No
63,147.04,8618.08,44,4,1,12,8,Yes
47,132.25,9246.41,62,3,7,24,0,Yes
35,62.0,2031.52,61,2,4,12,14,No
30,80.29,3387.27,11,4,1,1,26,Yes
60,73.96,8673.36,33,2,5,1,14,No
38,39.38,2386.13,66,3,2,36,23,No
47,144.52,532.95,23,7,0,36,27,Yes
38,72.56,8772.86,49,4,5,24,26,Yes
65,133.79,3601.27,20,4,10,12,24,Yes
34,44.62,4437.73,15,2,7,36,1,No
57,91.22,4740.17,66,4,0,36,11,No
36,23.11,8558.61,30,3,2,1,17,No
69,119.35,3709.98,4,4,5,1,22,Yes
32,95.52,8976.66,64,7,9,24,9,No
26,101.33,6360.92,65,7,2,24,29,Yes
69,26.72,5509.22,8,5,6,12,12,Yes
27,47.43,3593.34,52,3,5,36,8,No
61,29.66,2815.26,14,1,8,1,25,Yes
48,57.56,6428.56,58,2,5,12,24,No
40,101.57,4745.49,11,6,6,36,2,Yes
69,93.6,9149.9,59,6,1,12,22,Yes
47,99.58,5170.57,24,3,9,12,21,Yes
50,91.4,5362.05,32,6,3,24,7,No
69,55.49,4458.87,46,1,4,36,13,No
26,51.79,7998.0,28,1,1,12,23,Yes
64,37.82,4535.97,16,3,10,12,23,Yes
18,130.38,3058.75,42,1,9,12,23,Yes
61,100.14,8689.29,16,1,9,24,26,Yes
52,44.25,6169.87,12,6,9,24,25,Yes
28,43.04,6119.35,62,5,6,1,15,Yes
51,133.49,6302.81,34,4,3,24,5,Yes
33,116.56,7328.98,38,6,8,24,8,No
26,105.72,3474.15,47,6,7,36,20,Yes
49,72.89,821.52,22,5,9,36,3,Yes
32,54.06,8200.64,3,4,8,12,22,Yes
29,147.33,1724.6,1,1,7,1,18,Yes
50,123.64,7357.29,53,4,4,24,23,Yes
62,59.23,1282.0,64,7,8,36,14,No
31,130.18,4065.42,44,7,4,1,30,Yes
25,118.66,1098.75,47,5,7,36,23,Yes
25,58.62,5461.03,38,2,3,12,10,Yes
44,75.45,6704.79,63,2,4,24,20,Yes
29,44.17,2128.61,41,4,10,12,9,No
18,34.44,4030.46,21,7,3,12,7,No
60,113.96,9337.28,45,2,1,36,2,No
57,54.78,4702.7,13,3,3,1,18,Yes
59,126.61,8124.16,66,2,10,24,3,Yes
68,149.43,9308.26,66,4,4,1,28,Yes
28,29.96,9756.29,43,1,5,12,12,No
56,81.49,9034.06,62,5,3,24,8,No
60,124.27,3515.35,48,2,10,12,20,Yes
48,122.56,9644.44,26,4,9,36,21,Yes
34,118.8,8217.75,61,7,3,1,19,Yes
50,65.37,8453.17,62,5,5,1,29,No
49,79.0,644.14,14,3,6,12,12,Yes
46,97.35,9565.27,54,1,6,1,8,No
38,146.61,7891.86,41,6,3,1,19,Yes
38,62.58,7795.69,60,5,4,12,18,No
57,140.01,1274.48,9,6,2,24,15,Yes
40,55.02,2709.4,44,7,4,36,17,No
23,148.58,9641.49,56,5,9,24,18,Yes
39,107.13,5256.43,3,4,4,24,16,Yes
67,80.26,4279.65,59,3,3,36,11,No
55,99.74,8479.44,13,7,5,12,10,Yes
54,55.43,1329.73,30,2,4,12,23,Yes
62,55.64,4460.95,53,3,7,36,16,No
68,34.76,4069.16,51,1,1,1,5,No
25,34.83,3823.59,42,6,5,24,30,No
58,65.2,3423.08,26,2,1,1,26,Yes
66,119.17,2495.71,59,6,5,12,14,No
52,99.04,2142.65,69,3,3,24,1,No
68,33.34,6583.86,3,1,0,12,13,Yes
28,130.79,9234.25,41,5,5,36,26,Yes
41,98.18,5334.09,1,5,2,36,26,Yes
66,144.91,3330.76,65,6,6,1,2,No
38,107.12,2012.02,70,6,2,1,24,No
68,42.77,8386.36,50,5,9,12,11,No
19,81.59,9729.17,59,7,3,12,28,No
57,104.3,3816.98,63,6,8,36,24,Yes
36,23.67,3264.03,25,5,6,24,5,No
56,21.94,6214.18,10,7,3,36,22,No
45,36.82,7865.63,1,6,1,12,4,No
34,52.72,4826.33,14,2,4,36,6,No
23,75.84,6485.69,21,6,7,1,5,Yes
36,83.37,7307.22,58,5,1,1,20,No
55,37.94,9625.63,38,2,8,12,18,Yes
45,107.54,2067.85,1,2,4,36,13,Yes
19,97.5,9975.13,5,3,5,12,17,Yes
55,58.28,4225.49,44,5,6,24,20,No
54,21.78,7370.4,65,7,8,1,13,No
68,30.09,5937.94,57,4,6,36,7,No
69,70.92,5123.35,45,6,3,1,13,No
21,40.02,7131.72,60,5,4,36,20,No
39,68.99,4259.66,66,4,2,1,18,No
43,101.66,1698.04,47,5,0,12,25,No
66,91.14,5144.49,26,2,2,1,30,Yes
60,50.05,5458.2,9,5,0,36,2,No
53,64.7,2418.07,51,5,4,12,14,Yes
30,99.82,9388.38,8,7,6,36,20,Yes
69,131.91,2661.02,5,5,8,24,29,Yes
49,117.92,4387.66,39,5,3,36,15,No
34,91.94,1971.83,68,3,9,36,24,Yes
58,67.1,5590.07,40,6,9,12,14,No
53,67.46,3422.56,36,3,0,36,13,Yes
63,134.32,5148.09,21,2,6,24,14,Yes
36,25.1,2633.86,26,2,2,24,23,Yes
52,148.44,1010.86,56,4,0,12,6,No
63,106.37,7902.65,57,2,3,24,4,No
57,108.55,6590.32,59,3,10,12,8,No
45,24.94,3737.02,7,2,8,1,15,Yes
18,98.72,951.2,42,4,5,36,27,No
59,83.02,8722.96,13,4,5,36,1,No
35,33.75,2113.05,34,3,6,36,21,No
65,56.13,9342.05,53,7,0,36,22,No
57,135.74,5046.66,46,2,4,12,6,Yes
50,91.5,3733.67,57,6,3,36,11,No
29,73.74,7546.72,61,4,3,24,26,No
25,29.45,8829.97,56,7,6,24,28,No
41,112.84,4021.78,29,7,1,1,15,No
33,111.37,4369.77,14,2,4,12,3,Yes
67,99.83,4615.0,68,2,6,1,1,Yes
21,86.33,9262.07,71,6,2,36,16,No
55,76.39,7079.36,13,7,1,24,16,Yes
61,97.13,2852.64,17,3,0,12,2,Yes
44,50.34,2257.5,29,3,4,24,15,No
26,142.36,2688.49,2,2,4,12,22,Yes
64,96.54,3003.86,62,5,3,1,26,Yes
33,60.46,2686.74,20,5,7,36,4,No
29,78.46,6755.81,56,1,1,1,6,No
48,124.74,1601.37,52,1,3,36,27,No
41,41.01,4179.91,25,1,4,24,12,No
31,58.07,6438.01,62,3,8,1,8,No
62,108.34,3263.17,17,2,2,1,7,Yes
42,61.01,1120.11,39,6,0,24,0,No
51,123.03,1277.33,10,6,3,24,29,Yes
20,36.96,1696.68,59,4,9,24,3,No
41,119.15,8440.51,25,2,5,12,20,Yes
59,28.89,6749.7,28,2,6,24,6,No
26,21.64,1112.96,61,1,3,12,10,No
43,136.77,4215.15,58,2,3,24,7,Yes
37,95.57,3146.56,44,6,5,12,7,Yes
57,65.74,5991.38,23,1,0,24,19,Yes
27,50.24,5466.66,17,2,4,12,29,Yes
36,100.2,5070.68,38,4,10,36,10,Yes
20,86.17,3487.87,30,5,2,36,6,No
41,148.91,1809.1,19,5,7,1,27,Yes
22,147.82,7552.58,32,3,4,24,10,Yes
20,102.55,8858.64,20,4,6,24,17,Yes
44,77.57,9469.43,64,6,7,12,24,Yes
33,83.85,1056.88,36,2,7,1,21,Yes
66,108.72,7529.13,65,4,1,36,3,No
32,33.2,7401.78,43,2,1,1,5,No
52,62.69,9497.54,26,4,9,12,30,Yes
29,29.79,2902.69,7,4,4,24,6,No
58,29.54,7550.7,34,5,2,1,9,No
61,45.46,1018.95,36,4,9,24,7,No
43,83.08,6496.83,6,3,0,36,3,No
64,122.02,3833.05,37,2,7,12,8,Yes
51,83.11,7804.64,62,1,5,24,5,No
40,63.61,8701.39,60,4,2,1,16,No
48,30.71,3965.8,64,1,7,12,18,No
67,91.54,5493.07,50,5,10,36,13,Yes
37,55.26,1615.34,52,1,0,1,0,No
29,99.94,4460.62,17,3,2,24,5,Yes
40,147.03,3927.6,60,3,8,24,21,Yes
21,34.47,2239.67,54,5,5,12,6,No
40,47.58,8997.55,10,6,0,36,0,No
65,81.5,1906.83,25,3,8,1,16,Yes
65,145.92,6539.52,18,2,6,36,20,Yes
18,120.34,8956.36,64,6,0,1,20,No
42,136.77,9163.7,59,3,0,1,16,Yes
19,63.38,8035.78,27,6,4,12,6,No
47,148.97,2173.34,58,4,10,24,13,Yes
20,33.37,8265.6,61,7,3,24,6,No
38,26.89,3127.37,71,3,7,24,21,No
42,131.23,9262.78,43,6,1,36,12,No
37,140.54,7236.32,11,2,5,1,22,Yes
66,31.78,7960.04,5,5,7,12,27,Yes
69,34.75,1307.81,58,3,0,36,21,No
39,24.31,6036.27,39,2,2,1,25,Yes
38,33.59,8300.85,48,4,0,12,17,No
50,47.22,8685.11,20,7,6,1,20,Yes
69,146.11,772.0,19,1,0,12,6,Yes
55,106.82,9422.01,60,1,8,36,1,No
32,121.21,911.72,26,5,7,1,20,Yes
63,120.9,6337.93,25,5,10,1,18,Yes
69,89.56,7087.18,15,1,2,36,13,Yes
32,123.67,1519.78,21,1,3,12,24,Yes
63,97.45,956.11,47,5,8,24,25,Yes
42,60.89,7956.67,35,1,9,24,0,Yes
38,92.94,4154.37,44,3,5,12,15,No
41,89.36,1517.57,6,6,4,12,6,Yes
22,127.05,7745.34,23,7,4,24,25,Yes
23,147.62,8567.05,39,7,0,1,15,No
66,73.44,6080.17,18,2,0,36,19,No
60,119.24,2031.75,40,6,2,24,11,No
65,32.97,644.61,36,5,1,12,4,No
61,120.99,7157.62,28,2,9,1,16,Yes
64,68.28,5726.33,64,4,0,12,20,Yes
40,25.12,6682.57,58,4,4,24,26,Yes
21,67.22,8225.25,38,3,10,36,23,Yes
44,99.38,4625.16,44,4,2,36,12,No
35,35.5,1682.9,2,5,6,1,13,Yes
38,140.12,9429.84,35,3,7,36,30,Yes
45,30.1,5679.99,1,6,9,24,21,Yes
52,140.9,6345.29,46,3,5,24,28,Yes
39,111.93,9367.41,60,7,4,24,15,No
57,62.86,9350.04,63,5,9,1,12,No
40,70.8,5934.9,45,1,4,24,17,No
20,116.31,3327.31,57,7,0,36,17,No
57,98.19,9972.58,37,2,5,1,26,Yes
67,107.31,6967.76,7,5,5,24,8,Yes
27,70.59,4380.15,16,7,2,24,27,Yes
42,83.42,5818.45,50,1,3,12,30,Yes
69,148.68,4450.42,14,1,3,24,0,Yes
66,47.81,8938.9,6,4,5,1,27,Yes
25,74.32,5083.74,61,6,7,12,1,No
28,57.94,8323.52,21,7,8,1,7,Yes
22,119.46,8481.67,10,7,8,24,30,Yes
62,119.32,8331.16,32,3,4,36,12,Yes
54,58.02,7360.79,6,3,7,12,5,Yes
62,30.58,8621.34,2,4,7,12,18,Yes
55,21.49,4178.68,39,4,9,12,30,Yes
46,75.57,1589.3,49,3,3,1,18,No
22,73.34,8503.31,27,5,3,12,29,Yes
26,148.49,5232.6,56,5,2,36,26,No
65,81.07,1710.07,14,5,4,36,24,Yes
19,53.33,1595.47,23,5,7,12,1,No
18,135.86,2012.8,51,4,7,1,30,Yes
57,83.84,7634.25,25,2,8,1,9,Yes
68,97.89,7253.14,53,2,0,1,4,No
47,32.44,2436.28,11,3,3,24,22,Yes
28,69.78,8545.77,35,2,5,1,21,No
45,142.75,3172.3,55,5,4,1,29,Yes
61,96.64,8033.36,58,4,3,12,0,No
29,64.79,5143.66,68,5,10,24,12,Yes
56,101.34,7449.71,37,1,2,12,11,Yes
43,138.35,4123.18,9,4,1,1,9,Yes
30,55.62,3797.84,28,1,8,1,2,Yes
25,85.67,8492.92,55,1,9,12,14,No
45,144.63,835.37,46,7,2,24,29,Yes
47,42.41,9760.0,70,3,3,24,4,No
26,113.56,6657.71,27,1,0,12,27,Yes
56,99.88,4608.59,10,7,0,1,18,Yes
48,108.36,6466.52,23,2,9,24,18,Yes
38,65.66,1666.04,21,2,8,24,20,Yes
64,60.8,5383.5,45,1,10,36,28,Yes
51,108.95,9858.41,3,3,3,12,12,Yes
48,48.02,2735.06,59,1,9,24,7,No
69,74.56,7361.64,43,7,3,36,25,No
42,44.46,4632.23,7,4,5,36,7,No
29,21.08,6698.35,27,4,1,36,29,No
18,146.11,2446.43,62,4,5,1,23,Yes
39,76.12,4969.42,42,4,6,12,5,Yes
57,146.02,9810.88,4,1,0,24,8,Yes
54,38.24,2355.23,62,5,7,36,13,No
64,96.36,6546.23,8,5,5,1,4,Yes
18,46.13,5968.18,17,6,8,1,15,Yes
18,122.71,5867.99,5,4,3,12,13,Yes
59,121.88,6343.67,63,7,10,12,9,Yes
59,34.64,5271.26,9,7,1,1,22,Yes
38,138.57,660.84,8,6,8,1,16,Yes
32,45.3,9050.92,7,6,7,36,30,No
34,99.69,8356.3,37,3,1,36,15,No
39,148.13,2154.59,55,3,7,24,19,Yes
55,134.71,4426.1,67,1,10,36,16,Yes
52,144.35,7820.22,8,5,7,36,15,Yes
62,64.54,9810.59,69,7,4,36,9,No
33,33.72,9535.8,5,7,6,24,17,No
25,44.49,9043.91,17,1,6,24,5,Yes
64,85.06,2004.55,58,2,3,24,16,No
34,123.12,9187.51,63,7,5,24,8,No
34,39.52,8845.23,27,7,9,36,21,Yes
43,105.77,4081.02,68,4,5,12,7,No
30,62.07,4247.96,28,2,5,24,30,Yes
34,64.36,4869.13,58,2,8,24,25,Yes
55,106.05,6733.67,50,6,1,24,25,Yes
34,80.71,2977.94,67,7,9,36,7,No
65,125.56,718.01,31,3,7,1,11,Yes
31,40.27,1841.68,12,7,7,36,17,No
62,122.69,4681.1,55,5,0,24,1,No
23,28.35,3179.02,4,6,10,36,2,No
52,45.23,7762.91,42,6,1,12,26,No
63,105.3,1513.56,54,4,3,36,23,Yes
31,131.14,9215.92,22,1,4,1,10,Yes
64,52.85,9005.61,1,4,4,1,23,Yes
25,62.53,9133.19,48,1,5,24,20,No
32,89.83,7526.29,43,1,6,1,29,Yes
44,47.5,1516.5,20,5,0,24,12,No
30,125.45,4662.31,18,2,6,36,17,Yes
66,120.57,1748.35,70,1,5,36,10,Yes
48,38.89,9883.14,49,5,4,24,13,No
52,80.3,3663.87,17,2,5,24,19,Yes
23,120.73,6060.64,53,6,10,36,3,No
22,63.85,7904.23,22,6,7,12,22,Yes
39,102.3,9245.85,10,2,5,1,3,Yes
66,26.53,7677.7,24,4,4,1,9,No
40,99.13,6907.79,12,4,5,1,21,Yes
42,39.84,4926.83,4,7,8,1,26,Yes
51,127.98,6251.3,42,4,0,36,1,No
43,66.21,1394.56,5,7,2,1,30,Yes
64,56.6,8897.26,26,7,2,36,30,No
22,129.32,5665.88,59,3,8,24,17,Yes
43,26.52,881.28,62,2,2,36,27,No
37,71.56,9239.07,5,3,5,24,10,Yes
23,68.1,5148.37,26,4,8,24,4,Yes
23,57.02,8751.6,6,5,9,12,16,Yes
67,138.53,8640.44,24,4,4,12,1,Yes
35,117.62,8249.64,53,1,9,12,2,Yes
21,28.31,1083.33,7,5,10,12,24,Yes
34,112.91,2847.13,10,7,8,1,24,Yes
31,88.55,8817.7,39,7,8,12,6,Yes
31,137.11,9040.42,28,5,5,1,28,Yes
30,60.68,4851.65,42,7,7,1,20,No
24,94.64,4680.39,62,2,8,1,1,Yes
61,85.1,2163.84,52,3,8,24,1,Yes
32,83.64,9699.9,22,1,7,24,7,Yes
36,79.29,2524.82,57,5,3,1,15,No
60,46.73,2313.9,11,3,7,12,2,No
64,118.24,6776.93,14,3,1,1,22,Yes
61,78.67,2807.02,31,1,2,24,28,Yes
52,144.61,9418.33,4,1,8,12,21,Yes
34,53.91,603.62,22,4,9,24,30,Yes
52,108.76,554.66,64,7,3,12,28,No
36,142.29,5296.33,61,7,1,24,5,No
37,106.25,5136.59,6,4,2,1,18,Yes
53,133.27,2051.96,68,5,6,36,21,Yes
52,127.57,5197.94,6,5,8,36,12,Yes
49,66.82,4410.78,66,5,6,24,3,No
65,98.02,8958.13,36,4,7,12,16,Yes
61,40.31,587.91,15,5,2,24,27,No
57,89.62,9774.56,40,5,6,36,23,Yes
41,49.95,6431.73,41,4,0,12,8,No
34,116.69,1942.51,7,4,5,24,29,Yes
24,88.65,944.22,22,5,2,36,2,No
60,73.46,5612.0,72,5,1,24,26,No
67,54.94,2731.46,11,3,3,1,0,No
18,149.83,3361.07,2,2,10,12,0,Yes
52,29.32,2828.76,30,4,8,12,16,No
49,25.66,6676.64,68,2,5,1,24,No
53,48.24,5758.53,53,7,8,36,25,Yes
30,146.24,1240.76,21,4,7,24,12,No
23,147.3,5502.0,25,6,4,36,4,No
31,105.14,8016.3,72,7,7,12,18,Yes
54,134.41,1271.35,5,7,1,36,25,Yes
65,47.82,8952.52,66,3,7,12,24,Yes
32,146.37,5993.91,49,7,0,12,9,No
64,38.56,9530.93,8,2,10,1,8,Yes
21,33.15,1907.34,27,3,2,1,5,No
57,34.59,9938.87,2,1,6,12,20,Yes
33,94.51,6620.59,28,7,3,24,16,Yes
45,121.53,5891.19,11,2,10,24,21,Yes
33,67.67,5395.16,46,2,6,1,20,Yes
21,147.13,724.72,21,6,0,24,24,Yes
62,76.47,9426.57,42,2,6,1,29,Yes
43,39.56,6617.95,32,1,2,12,6,Yes
45,80.58,1370.45,32,7,1,12,15,No
49,108.27,699.05,71,1,8,12,18,Yes
62,128.19,982.44,22,7,1,1,4,Yes
19,79.64,6289.26,21,3,2,24,21,Yes
48,97.17,6333.15,22,1,2,12,26,Yes
20,54.75,5246.84,34,4,3,36,17,No
25,103.97,3414.28,10,5,10,24,6,Yes
41,148.18,5551.56,65,2,6,24,24,Yes
32,26.38,5404.87,65,7,6,1,25,No
60,135.25,684.45,67,3,8,1,24,Yes
48,93.1,3183.46,43,3,9,24,4,No
26,52.77,1005.26,41,7,7,24,7,No
56,144.14,9051.47,13,3,5,12,8,Yes
62,82.84,7389.62,4,3,5,12,21,Yes
19,63.12,9963.09,23,2,4,36,27,No
25,43.59,3370.63,70,3,1,12,19,No
24,51.78,8845.62,34,2,5,24,3,No
61,128.27,6229.02,41,3,5,1,2,Yes
68,99.87,4804.69,18,3,4,36,11,Yes
56,138.72,2614.44,33,5,5,24,8,No
59,50.16,7514.73,25,7,4,36,9,No
33,35.75,9089.34,52,4,10,36,10,No
52,20.79,2735.43,17,1,3,36,15,No
47,86.02,2166.21,51,1,2,12,28,Yes
27,149.78,7114.11,3,1,0,12,30,Yes
55,110.35,9781.25,55,4,10,1,10,No
35,60.09,7624.57,56,2,3,24,21,No
67,133.99,3203.52,35,1,8,36,7,Yes
22,121.62,4489.58,68,1,6,12,13,No
46,22.0,4151.02,59,1,6,1,1,No
56,126.19,8594.9,59,7,6,12,30,Yes
51,59.07,7828.02,13,2,3,1,3,Yes
60,39.46,6095.27,62,4,6,24,14,No
62,49.42,3112.11,47,4,10,36,17,Yes
40,80.92,9410.89,3,6,1,1,10,Yes
22,75.23,6706.49,21,6,7,36,26,No
47,57.56,9719.53,65,2,9,24,18,No
23,42.39,6011.11,18,7,7,24,17,No
63,119.09,8301.33,13,5,8,12,8,Yes
61,148.71,8224.5,71,3,4,24,24,Yes
21,121.11,3704.62,45,2,9,36,21,No
46,58.47,9658.2,62,3,7,12,27,No
40,51.83,708.44,30,4,1,36,22,No
23,48.3,7802.75,14,3,9,12,29,Yes
49,37.77,9672.79,53,6,9,36,4,No
59,91.67,3719.63,10,1,7,24,9,Yes
35,98.7,6657.05,72,3,9,1,16,No
32,111.72,5841.12,31,6,8,24,19,Yes
57,108.43,7734.32,6,3,5,36,12,Yes
49,58.0,8728.69,19,4,5,24,3,No
26,62.94,6228.92,12,7,3,1,27,Yes
54,108.6,8251.09,64,7,7,36,29,Yes
27,65.43,3466.71,55,5,6,36,13,Yes
37,47.64,2671.58,67,3,8,12,7,No
23,68.66,4591.34,9,7,0,12,20,No
65,55.37,6938.5,6,4,9,24,14,Yes
20,31.48,2278.85,1,1,7,1,2,Yes
59,127.92,6963.35,42,3,7,1,16,Yes
28,130.9,4243.89,55,3,8,1,14,Yes
60,48.57,8057.97,49,1,6,1,0,No
34,28.42,849.94,30,6,8,36,4,No
49,116.05,6845.84,35,7,9,24,7,Yes
21,47.5,6673.31,63,6,7,36,8,No
21,71.15,9438.89,22,6,8,24,25,Yes
34,28.34,7276.99,43,2,8,12,25,No
58,49.42,8064.87,28,5,0,1,1,No
36,123.08,9093.61,18,1,2,24,4,No
22,124.57,6912.99,32,7,5,36,29,Yes
49,46.92,3256.46,69,6,10,36,3,No
39,63.67,8762.85,54,1,6,36,11,Yes
23,37.45,7601.99,34,1,3,36,18,No
52,29.64,4532.16,31,2,9,24,26,Yes
39,148.98,7250.03,4,1,1,1,23,Yes
18,105.23,8743.04,14,2,3,36,1,Yes
37,90.47,9768.7,15,5,5,1,15,Yes
39,119.51,9547.34,60,2,3,12,1,No
65,129.21,3590.61,20,5,9,1,20,Yes
28,124.87,4506.09,20,5,1,12,9,No
30,22.15,1540.6,49,5,8,12,25,Yes
59,44.29,2851.67,68,4,0,1,9,No
20,105.14,8883.0,18,5,9,1,16,Yes
26,68.85,3928.07,24,2,6,24,11,Yes
29,147.72,6395.25,27,4,8,36,6,Yes
40,106.5,6826.67,33,7,2,1,8,Yes
31,144.35,7927.38,64,7,10,1,13,Yes
50,46.19,2236.6,25,1,5,12,17,No
35,132.31,3395.72,69,7,8,1,30,Yes
66,61.78,4759.2,18,1,8,36,9,Yes
58,148.64,3965.99,45,3,3,24,15,Yes
26,40.5,9837.6,20,5,7,36,0,No
40,87.12,8431.94,35,7,7,36,8,No
27,123.07,5057.02,6,3,10,24,12,Yes
36,76.24,8853.05,9,5,6,1,28,Yes
64,80.85,3802.7,52,7,5,1,15,No
22,148.23,7965.37,28,5,2,12,15,Yes
64,75.29,2624.92,19,7,3,1,1,Yes
69,98.53,7837.06,63,6,8,12,8,No
40,27.09,4836.31,7,2,9,1,29,Yes
47,129.49,1521.24,37,2,6,12,12,No
42,104.26,3095.99,36,1,10,24,7,Yes
