Age,Monthly_Charges,Total_Charges,Tenure_Months,Number_of_Services,Support_Calls,Contract_Length,Payment_Delay_Days,Churn
46,74.85,9780.9,4,2,10,12,27,Yes
53,60.13,13467.17,14,5,4,12,29,No
51,130.96,809.79,59,3,8,36,9,Yes
21,76.51,9376.59,55,3,0,36,28,No
45,106.27,14235.88,57,2,4,36,21,Yes
47,21.42,6113.19,30,3,9,12,30,No
38,148.12,7363.25,7,5,0,12,20,Yes
24,115.55,6513.85,38,6,1,1,4,Yes
67,59.28,1404.83,68,4,1,24,17,No
56,102.0,7849.4,31,1,10,36,1,Yes
68,104.57,6226.87,67,1,9,12,19,Yes
48,39.78,3401.92,44,6,3,1,25,No
33,23.88,5181.58,18,1,7,1,24,No
46,141.46,6116.6,34,5,2,12,30,Yes
49,128.66,10808.29,44,6,8,12,5,Yes
31,129.9,10461.69,15,2,2,1,8,Yes
31,95.78,12148.94,60,7,3,1,5,Yes
66,118.86,2791.19,46,2,0,36,14,Yes
48,30.88,502.65,56,7,9,36,11,No
57,34.22,11943.58,11,1,6,24,17,No
21,143.85,10926.6,65,1,0,36,18,Yes
29,134.15,14781.16,24,5,5,36,23,Yes
61,119.22,4214.56,50,3,3,1,12,Yes
64,115.19,5387.36,31,7,8,24,10,Yes
62,48.03,9402.78,18,1,7,12,21,No
69,74.07,12399.57,45,6,7,12,24,Yes
48,87.67,2958.87,43,1,2,24,27,Yes
61,108.77,801.14,8,2,9,12,4,Yes
18,49.89,2272.14,29,6,8,12,9,No
47,53.95,4064.68,35,3,9,12,4,No
42,58.55,13403.67,21,3,4,24,26,No
33,97.48,2738.76,53,3,6,1,19,Yes
54,76.54,2392.77,61,4,3,36,23,No
28,68.49,6705.77,29,4,4,24,9,Yes
69,90.42,13091.47,22,3,9,1,29,Yes
60,98.57,5962.32,3,3,4,36,24,Yes
20,72.45,6637.15,72,1,5,1,22,No
50,130.87,12494.75,24,3,3,12,20,Yes
34,119.48,7145.55,43,5,7,1,28,Yes
58,134.68,12852.37,28,2,0,24,30,Yes
33,137.37,688.26,19,1,7,1,9,Yes
52,129.45,4279.13,61,2,1,12,10,Yes
35,65.07,1496.5,52,4,7,12,24,No
25,23.59,8064.87,33,7,8,1,7,No
36,28.28,3564.77,27,6,3,24,25,No
61,62.07,5147.06,70,2,2,1,30,No
62,24.93,13689.65,45,3,7,36,21,No
29,86.62,2459.77,19,4,3,24,23,Yes
33,30.93,918.67,46,7,6,36,9,No
49,59.31,7433.19,14,2,10,12,26,Yes
26,133.6,1778.25,50,1,5,24,8,Yes
54,52.86,13970.65,32,7,3,24,11,No
36,72.22,12731.87,4,6,2,36,16,No
23,133.48,8759.73,46,1,6,12,18,Yes
41,115.68,13482.61,48,5,3,1,5,Yes
22,137.38,13544.8,41,3,3,36,24,Yes
47,133.83,11011.91,46,3,0,36,2,Yes
21,40.93,5544.32,39,4,8,12,10,No
58,87.48,10366.35,26,3,10,12,1,Yes
42,146.43,11575.44,20,4,5,12,9,Yes
67,33.13,1091.82,63,2,8,36,7,No
18,51.29,1528.23,6,6,1,36,18,No
31,84.09,6124.47,35,4,9,1,23,Yes
60,20.21,1113.72,32,7,1,36,3,No
56,65.68,4285.85,19,7,0,12,12,No
34,52.04,10591.05,67,5,7,24,17,No
57,70.97,2773.01,41,4,5,36,12,No
67,60.31,10144.85,22,6,5,24,7,No
49,144.96,4645.42,69,4,0,12,24,Yes
33,99.33,11812.95,51,4,7,12,11,Yes
36,94.62,6883.11,54,4,1,1,1,Yes
38,63.23,14918.76,51,5,6,36,22,No
46,120.25,6228.08,51,3,6,36,12,Yes
60,146.91,2331.17,9,2,9,12,10,Yes
69,96.03,5380.33,14,1,5,1,18,Yes
18,87.28,8335.92,7,3,3,24,25,Yes
69,66.59,1873.64,15,3,0,24,11,No
42,100.69,5593.24,22,4,3,1,3,Yes
40,98.2,7199.57,18,7,5,36,15,Yes
45,82.15,11580.89,11,6,7,24,23,Yes
28,88.48,5158.39,50,1,3,12,26,Yes
67,70.45,11740.76,61,2,5,36,8,No
43,98.57,12294.92,8,1,8,1,15,Yes
30,110.02,13515.03,50,5,10,1,0,Yes
61,137.42,11293.34,3,6,10,12,12,Yes
54,72.0,2789.81,18,7,5,1,20,Yes
26,59.24,11388.99,12,5,10,24,23,Yes
29,138.91,2590.48,71,6,6,36,15,Yes
69,62.84,755.16,5,3,9,12,12,Yes
69,138.92,1978.42,33,2,3,36,18,Yes
42,101.15,10146.45,62,4,0,36,12,Yes
22,123.99,6828.42,2,1,9,1,16,Yes
22,128.09,13266.98,1,1,0,1,1,Yes
48,58.23,1064.03,9,6,2,12,21,No
47,76.78,4908.8,24,2,2,24,22,Yes
46,51.25,2027.32,9,7,5,36,26,No
32,130.23,1217.02,15,5,1,36,24,Yes
54,133.32,2864.1,21,4,1,36,23,Yes
38,86.18,5040.96,71,7,0,12,5,No
60,101.41,2790.99,44,2,0,36,26,Yes
37,114.82,1680.28,57,4,8,1,20,Yes
43,136.03,11431.64,50,6,1,36,17,Yes
51,35.29,12230.8,15,2,0,36,26,No
20,50.7,3719.36,71,5,0,1,0,No
42,122.43,13495.67,23,1,2,36,12,Yes
18,51.53,2302.49,51,6,10,24,11,No
55,131.46,3026.6,34,4,10,36,15,Yes
32,55.62,11279.78,33,7,4,36,27,No
36,87.91,12192.44,71,2,2,24,21,No
61,121.79,11698.19,13,7,2,12,28,Yes
49,37.08,8162.33,54,7,5,36,20,No
18,41.79,8471.55,46,5,6,12,22,No
45,53.56,885.48,14,2,10,24,11,Yes
36,27.53,1164.83,49,5,5,24,3,No
59,45.78,4590.91,55,3,10,1,25,No
23,41.18,10770.84,25,2,2,1,29,No
20,46.18,5325.01,25,7,1,12,20,No
46,109.22,8597.51,4,2,1,36,17,Yes
58,24.36,1193.78,19,1,8,12,4,No
22,135.09,2444.18,30,1,2,12,1,Yes
30,43.6,3691.28,30,6,3,36,29,No
61,111.87,8037.9,35,4,9,24,27,Yes
29,65.19,14992.92,60,2,3,1,2,No
59,85.66,9282.53,65,5,8,1,17,Yes
42,107.8,1785.75,4,7,1,12,4,Yes
23,95.44,5563.2,49,3,1,1,14,Yes
65,58.14,1493.13,30,2,7,1,27,Yes
31,32.98,1752.25,7,2,9,36,26,No
43,115.82,2514.68,15,3,4,12,5,Yes
67,93.58,13269.82,51,4,9,36,19,Yes
45,55.43,1481.28,23,6,1,36,12,No
39,101.49,4103.53,61,5,6,36,2,Yes
59,127.66,12991.42,72,4,7,36,1,Yes
27,84.52,8386.0,33,1,7,36,24,Yes
63,90.15,8384.65,48,1,3,1,28,Yes
45,117.94,5028.55,7,4,9,36,5,Yes
38,116.65,4382.29,1,1,1,1,4,Yes
22,28.61,12916.53,19,4,6,1,10,No
21,20.42,7862.59,10,6,10,24,28,No
28,97.83,1665.72,71,4,3,36,28,No
38,131.66,525.66,60,2,1,24,16,Yes
37,127.44,7636.36,27,5,3,1,24,Yes
20,148.21,5107.44,52,6,8,36,3,Yes
51,26.37,1433.74,55,7,6,12,18,No
47,47.55,9882.05,7,7,0,24,1,No
49,47.32,8042.09,24,7,7,1,17,No
43,69.73,13832.19,58,7,6,1,22,Yes
29,104.83,2354.24,44,4,2,1,7,Yes
31,120.12,6635.85,46,3,0,24,8,Yes
64,63.87,13416.44,55,3,2,12,28,Yes
26,59.82,9516.94,71,2,10,36,8,No
67,42.97,5599.22,51,1,7,12,26,No
47,45.57,11629.05,55,5,4,36,1,No
34,85.51,9622.97,55,4,2,12,4,Yes
61,84.42,929.4,2,4,9,36,11,Yes
63,86.23,2123.07,64,4,1,36,7,No
40,107.11,6164.17,27,7,4,36,30,Yes
64,99.94,11684.64,39,6,7,12,30,Yes
35,61.68,8755.44,57,6,4,1,7,No
22,31.39,4673.55,43,7,10,24,18,No
29,51.71,12849.06,55,6,9,36,18,No
50,53.29,11383.03,33,6,5,36,16,No
41,54.92,10330.17,36,7,0,1,20,No
55,122.07,10672.73,39,7,8,36,11,Yes
43,35.7,10417.72,14,4,4,12,17,No
22,26.89,12555.3,58,1,0,36,29,No
20,87.51,11288.66,24,2,5,12,2,Yes
37,55.07,11148.39,4,1,4,36,28,Yes
53,140.2,689.46,52,5,10,12,6,Yes
64,114.37,6263.88,36,3,1,12,3,Yes
69,148.32,4626.24,16,6,6,36,9,Yes
61,147.12,6214.83,53,1,0,12,6,Yes
47,89.63,13039.7,60,1,7,36,2,Yes
30,81.36,5551.28,54,6,0,24,4,No
69,53.34,7079.62,49,3,0,36,19,No
44,113.56,10402.53,60,5,9,1,22,Yes
27,140.56,7716.46,24,6,5,12,28,Yes
66,121.85,13120.68,62,5,0,1,4,Yes
57,73.34,14402.76,63,3,5,24,27,No
34,40.58,8336.62,6,7,7,24,1,No
57,104.35,11181.14,3,6,7,12,12,Yes
63,115.68,5504.98,64,3,8,1,4,Yes
42,101.69,3163.5,50,1,9,24,23,Yes
41,30.34,3081.32,17,5,0,24,30,No
47,86.52,8205.11,57,5,9,24,13,Yes
21,121.22,3845.37,12,3,6,24,15,Yes
18,72.6,792.68,57,1,6,1,7,No
46,54.9,987.28,24,5,6,36,12,No
31,60.17,1492.75,72,4,2,24,16,No
60,50.13,13299.84,9,5,4,24,16,No
65,131.28,14347.33,15,3,10,24,17,Yes
59,97.08,13552.29,39,3,7,36,16,Yes
41,120.29,3999.74,18,4,7,12,0,Yes
28,40.24,1094.66,69,5,9,24,5,No
34,77.76,4497.56,22,6,1,1,4,No
47,134.84,626.82,48,7,7,12,6,Yes
34,73.32,12729.26,35,6,5,12,0,No
66,66.87,14174.94,12,4,10,12,2,Yes
25,37.09,14229.59,44,5,10,1,1,No
64,101.17,7368.06,12,2,3,24,26,Yes
64,74.81,5363.7,36,6,10,1,21,Yes
20,77.25,871.88,13,1,9,12,23,Yes
56,78.04,13476.68,29,1,7,24,13,Yes
31,93.82,11091.11,57,1,0,1,17,Yes
56,114.62,2626.44,61,4,3,1,27,Yes
61,94.8,10783.9,26,7,4,12,30,Yes
19,20.95,12627.72,62,7,3,36,12,No
54,31.02,12904.41,57,2,10,12,16,No
49,119.78,8053.21,57,3,8,24,0,Yes
49,122.88,3660.05,63,4,5,24,24,Yes
50,50.63,6751.11,53,2,0,12,4,No
30,63.53,14166.68,29,4,10,24,22,Yes
48,90.14,2028.33,16,7,6,36,23,Yes
24,134.77,4779.15,5,2,2,24,17,Yes
36,46.36,3342.94,24,1,4,1,15,No
37,131.46,9540.72,45,2,2,1,4,Yes
51,47.6,11308.34,2,3,1,12,17,Yes
57,22.82,7231.95,10,3,9,1,28,No
63,118.68,4342.84,4,5,0,36,24,Yes
52,87.34,12491.29,64,4,7,12,7,Yes
69,98.22,1251.05,46,6,3,36,24,Yes
37,67.37,2576.09,11,4,1,12,25,Yes
19,121.09,14604.38,66,2,0,12,14,Yes
67,86.09,14898.66,51,7,0,36,7,No
38,57.7,3582.48,25,6,0,1,10,No
45,127.26,10120.13,5,1,8,12,19,Yes
38,38.44,9113.5,52,3,1,24,7,No
42,148.17,13196.79,18,7,0,1,5,Yes
62,103.74,2037.34,62,6,0,36,14,Yes
55,108.5,7387.75,71,1,9,1,18,Yes
67,40.82,1611.62,3,6,0,36,10,No
60,77.41,9566.63,42,3,1,1,2,Yes
65,101.64,4222.59,56,4,1,36,12,Yes
25,27.37,4585.09,27,1,2,24,29,No
27,123.36,6804.47,26,4,7,12,29,Yes
42,68.93,8344.16,50,2,3,12,26,No
34,107.0,13549.47,28,6,10,24,27,Yes
42,81.82,12613.04,71,1,4,12,11,No
60,100.16,1606.67,25,5,1,36,1,Yes
61,100.09,725.01,65,2,8,1,14,Yes
37,131.43,9872.09,28,4,1,12,18,Yes
37,109.25,13649.27,38,4,6,36,28,Yes
42,20.78,5438.98,8,4,4,12,22,No
41,54.65,4188.91,16,7,5,1,21,No
19,35.21,10121.68,70,3,1,12,5,No
51,34.18,2917.8,48,2,2,12,14,No
22,62.58,9637.11,30,6,9,24,28,No
19,146.72,9177.32,53,3,1,1,7,Yes
18,49.68,4020.83,27,7,3,24,6,No
32,121.39,13831.43,8,7,6,36,7,Yes
30,109.04,9807.53,31,6,7,36,23,Yes
40,109.52,14622.16,48,6,1,36,11,Yes
40,88.39,9915.29,39,2,0,24,22,Yes
22,100.51,14032.43,71,1,7,1,5,Yes
59,128.97,8685.94,64,3,4,24,25,Yes
21,113.78,8317.91,24,6,0,1,1,Yes
20,90.3,14235.73,3,2,7,12,26,Yes
21,62.97,13985.18,42,1,4,24,19,No
43,37.6,13789.19,25,2,4,36,8,No
37,120.53,5236.46,52,5,5,12,18,Yes
25,51.45,5489.25,46,2,2,36,5,No
51,79.46,4420.43,50,5,2,12,6,Yes
26,83.47,6247.13,52,5,10,1,11,Yes
22,62.22,12706.18,49,1,9,1,12,No
48,69.09,14146.43,16,4,0,12,28,Yes
64,109.02,11594.27,61,4,10,24,22,Yes
52,75.17,3034.46,47,4,8,36,22,No
53,135.42,11679.82,33,7,10,1,17,Yes
61,141.0,2337.45,36,1,10,1,17,Yes
53,87.51,11122.0,21,4,6,36,23,Yes
22,51.61,11989.85,70,4,6,1,10,No
28,32.12,11550.21,69,5,0,1,3,No
40,26.1,5779.66,56,3,5,12,3,No
61,120.84,11463.56,67,3,0,36,2,Yes
65,118.42,13821.81,66,3,8,36,3,Yes
39,147.91,6154.53,26,6,2,24,1,Yes
50,112.28,2790.3,65,2,4,24,27,Yes
47,53.31,2258.56,50,7,4,24,9,No
66,127.02,14485.04,62,2,5,24,12,Yes
66,21.83,3154.9,2,1,5,24,11,No
69,116.25,11572.4,55,4,8,36,0,Yes
54,92.08,9569.36,27,2,7,24,23,Yes
60,127.64,1908.44,27,1,1,24,12,Yes
27,71.74,2610.51,64,2,4,36,5,No
54,24.38,4534.59,48,6,3,36,13,No
51,137.59,8388.75,32,2,4,36,28,Yes
67,104.48,3688.72,59,3,9,36,8,Yes
42,147.15,9656.8,44,4,8,12,29,Yes
39,103.43,5946.91,1,1,2,12,4,Yes
24,78.66,4834.8,47,3,10,1,22,Yes
47,47.72,9445.06,36,4,7,1,4,No
68,32.16,11523.05,50,5,5,36,27,No
27,109.26,1549.47,37,7,10,1,3,Yes
20,89.55,10476.28,18,3,6,12,3,Yes
34,111.6,7968.57,48,7,7,1,9,Yes
53,104.13,11607.91,68,4,1,12,9,Yes
27,20.12,631.95,68,5,0,24,2,No
39,113.42,5084.46,53,2,1,12,9,Yes
21,112.99,8604.95,44,3,10,12,11,Yes
58,116.74,2386.24,40,4,0,24,6,Yes
22,28.68,13601.55,59,4,7,12,17,No
40,100.0,1777.47,40,4,8,12,5,Yes
60,101.43,2953.69,68,2,2,12,26,Yes
19,115.11,7663.84,37,3,6,12,0,Yes
31,32.59,2757.6,59,1,4,12,23,No
19,75.37,8957.94,10,3,6,1,14,Yes
57,74.49,14910.05,37,2,9,36,15,Yes
46,66.66,3221.52,66,6,9,36,30,No
25,88.04,8337.57,2,4,10,24,11,Yes
33,32.41,3626.38,54,5,10,36,15,No
45,52.67,12426.14,31,1,8,12,26,No
45,145.91,9664.87,62,7,0,24,28,Yes
20,23.45,10759.97,58,3,10,1,22,No
52,47.97,12623.9,46,7,8,24,25,No
45,64.69,4582.45,16,3,9,36,21,Yes
58,57.99,3955.71,64,7,7,12,12,No
65,141.45,13778.51,22,5,4,12,26,Yes
43,94.37,10963.58,7,4,7,1,17,Yes
43,78.73,2847.19,58,4,10,24,1,No
38,67.42,4995.41,66,6,7,12,9,No
38,83.92,4911.88,32,7,5,1,8,Yes
64,32.42,14492.45,9,4,9,1,29,No
59,80.8,8422.5,36,5,0,12,20,Yes
62,126.41,9413.81,57,5,4,1,6,Yes
42,81.78,9666.55,70,4,1,1,4,No
33,40.54,3802.24,42,4,5,1,2,No
59,56.76,14037.79,45,4,10,36,24,No
25,22.81,10407.07,62,1,4,12,17,No
50,115.07,13192.0,47,4,7,36,17,Yes
43,71.72,13264.62,68,2,7,36,23,No
22,41.52,3685.69,64,7,9,12,23,No
41,141.39,10491.8,51,1,1,24,21,Yes
56,125.86,13075.58,23,7,4,36,23,Yes
20,38.76,13068.87,45,1,3,12,9,No
66,68.36,7541.55,40,4,1,24,19,No
40,71.33,13740.49,54,1,8,1,21,No
61,139.49,1117.29,63,3,3,12,9,Yes
60,128.16,12715.04,43,1,8,24,28,Yes
58,83.02,9315.87,64,6,4,1,20,Yes
47,58.18,14103.27,54,3,6,24,6,No
27,103.01,11285.59,36,6,6,36,16,Yes
22,74.41,3840.33,21,4,2,1,29,Yes
26,26.28,8412.05,14,1,7,1,26,No
57,36.19,1579.11,5,1,8,12,27,No
54,128.14,12025.7,10,3,4,12,24,Yes
59,144.01,8778.59,62,6,6,24,16,Yes
53,121.59,5863.36,13,6,7,36,21,Yes
42,40.49,1875.76,9,3,2,36,29,No
62,125.67,7806.1,40,2,2,1,28,Yes
44,43.13,14250.21,55,5,4,36,6,No
26,42.02,14479.23,5,1,6,12,3,No
69,77.68,2614.72,31,1,8,24,19,Yes
61,35.3,4732.69,70,6,0,24,2,No
45,145.04,518.09,24,1,6,36,25,Yes
58,79.16,3977.07,60,4,10,36,12,Yes
55,31.72,8244.78,31,7,4,24,15,No
62,67.45,7509.63,49,4,2,1,9,No
23,45.25,5288.39,8,3,4,36,0,No
62,62.7,4136.14,23,3,2,12,3,No
68,132.63,5796.12,15,7,8,24,7,Yes
39,23.57,667.13,28,4,8,24,8,No
64,102.93,848.68,66,3,1,1,3,Yes
65,61.06,10147.86,28,7,9,12,4,No
43,65.98,9614.93,20,5,10,24,8,No
63,127.52,13386.38,46,3,3,12,13,Yes
25,136.02,11169.31,57,3,3,24,12,Yes
44,117.43,2117.36,67,1,9,36,19,Yes
50,112.72,8409.41,2,2,6,1,15,Yes
23,106.17,900.41,66,3,0,12,23,Yes
56,55.18,3341.08,64,5,3,12,1,No
36,145.64,775.25,19,5,3,1,12,Yes
31,94.44,9810.99,61,2,7,24,20,Yes
30,79.34,14395.87,69,3,1,1,23,Yes
22,90.55,8458.45,36,1,0,24,19,Yes
59,117.53,11177.19,49,3,0,12,16,Yes
23,34.35,11584.82,59,3,5,36,30,No
45,53.21,10497.73,36,3,0,1,7,No
40,109.94,7770.08,42,4,6,24,24,Yes
40,25.99,13282.34,43,6,1,12,27,No
68,131.16,805.37,3,6,1,1,18,Yes
50,98.98,11799.33,16,4,10,24,26,Yes
56,141.24,8724.12,36,4,7,12,2,Yes
31,73.15,7023.02,17,1,4,24,11,No
50,117.03,8787.73,25,6,6,24,8,Yes
65,82.97,10406.72,70,1,2,36,17,No
57,142.7,14953.84,12,7,2,12,18,Yes
61,134.36,11153.61,37,6,9,12,6,Yes
62,41.65,5848.52,9,4,2,1,5,No
54,55.29,11877.19,69,5,2,12,25,No
56,47.26,5150.51,49,4,9,1,22,Yes
33,74.95,2790.15,52,5,5,1,5,Yes
68,28.26,5380.11,54,4,10,36,24,No
51,28.82,6753.9,41,3,10,12,28,No
23,104.88,5674.73,33,1,4,1,25,Yes
69,68.02,8513.44,1,6,8,1,25,Yes
22,134.04,11595.45,70,4,6,24,27,Yes
46,92.99,14193.7,39,2,1,36,12,Yes
42,128.64,9119.31,50,7,0,24,12,Yes
43,26.62,2665.88,58,2,8,12,6,No
61,106.01,13167.55,35,1,2,1,5,Yes
54,24.56,12224.47,70,4,9,1,28,No
26,134.57,9292.11,42,2,0,24,26,Yes
25,65.91,5552.17,62,2,10,36,16,No
55,94.3,8608.54,30,7,3,36,3,No
39,128.39,1627.22,20,5,4,12,28,Yes
57,115.68,8622.3,62,6,8,24,11,Yes
52,116.67,6836.7,1,3,6,24,23,Yes
29,21.16,1404.28,7,7,0,24,18,No
54,96.24,1128.69,6,1,6,24,18,Yes
41,137.22,13455.58,36,4,6,12,25,Yes
38,85.36,10422.8,41,3,6,36,4,No
61,91.68,12715.7,12,2,1,24,8,Yes
24,26.24,5867.91,27,3,10,24,1,No
57,29.34,4258.46,62,6,2,36,16,No
25,85.01,12416.63,22,2,0,36,29,Yes
19,60.22,14695.86,21,6,9,24,5,No
37,30.1,13467.09,20,2,3,1,18,No
39,37.38,11388.23,60,4,4,1,6,No
48,31.9,5033.83,49,2,8,24,3,No
41,99.04,9490.07,51,6,5,12,5,Yes
20,79.6,8185.24,59,3,8,24,12,Yes
28,117.4,1785.27,29,2,4,24,11,Yes
60,93.14,12638.16,7,2,7,36,17,Yes
65,36.36,3090.79,35,4,5,1,1,No
54,142.88,7208.07,70,3,0,36,29,Yes
68,103.98,3099.89,11,6,6,1,0,Yes
34,82.14,1963.57,30,5,10,1,15,Yes
45,75.83,14944.39,21,1,9,24,2,Yes
62,122.04,13837.54,14,5,9,24,23,Yes
60,28.51,9115.78,10,6,2,36,22,No
62,127.37,14717.32,67,4,7,36,24,Yes
66,99.11,13482.95,36,4,5,24,2,Yes
46,34.24,7671.53,22,7,2,36,15,No
45,103.89,6483.42,13,5,10,24,25,Yes
29,135.75,7890.32,8,1,4,24,0,Yes
34,77.36,11953.94,24,6,6,24,10,Yes
27,118.9,12553.93,21,2,4,12,18,Yes
41,120.36,6857.99,39,5,0,1,15,Yes
24,102.52,7111.26,69,1,0,24,23,Yes
36,100.05,11866.58,17,6,1,1,23,Yes
63,63.65,12896.67,52,4,6,24,5,No
55,48.57,12748.55,72,7,4,24,20,No
59,66.74,11135.01,68,3,2,36,2,No
18,100.11,5531.12,12,5,5,1,24,Yes
39,110.1,10955.72,38,4,7,36,23,Yes
34,21.33,3013.52,33,1,5,36,30,No
54,60.73,8507.92,39,3,5,12,30,No
54,101.06,629.94,26,3,4,12,17,Yes
67,89.93,3592.0,46,2,3,1,2,Yes
69,131.71,10468.74,35,7,4,36,5,Yes
43,142.1,1230.79,13,1,5,24,20,Yes
62,109.85,5599.48,54,2,5,36,13,Yes
53,112.61,9891.59,21,6,1,36,22,Yes
56,65.77,7225.68,63,3,4,1,23,No
33,27.13,3956.5,69,7,0,1,10,No
25,130.73,3348.49,28,3,8,24,22,Yes
28,34.49,9287.07,36,6,6,12,3,No
51,32.87,14514.63,66,7,7,36,21,No
39,143.77,14743.31,36,4,6,24,7,Yes
35,129.83,10242.1,32,5,10,36,9,Yes
32,70.37,10882.2,57,4,5,1,20,No
35,93.79,3026.79,2,1,6,12,3,Yes
69,75.59,13154.84,69,1,1,12,1,No
64,104.21,3295.78,62,2,6,24,24,Yes
50,66.52,4614.28,10,5,2,12,26,Yes
20,64.53,1269.13,27,1,8,1,5,Yes
32,81.41,12727.04,58,3,4,24,26,No
34,85.76,11938.15,4,1,1,12,11,Yes
54,43.49,6017.0,33,3,10,36,24,No
32,48.03,11868.42,46,5,0,24,21,No
65,49.99,7507.65,33,7,0,24,7,No
35,74.58,4772.0,65,1,9,1,10,No
45,141.58,9735.48,3,1,8,24,13,Yes
53,53.21,4497.16,49,4,5,36,10,No
37,126.51,12034.12,46,4,1,36,7,Yes
59,66.7,3877.7,25,2,3,24,27,No
36,73.59,6315.63,20,7,2,1,30,Yes
61,36.19,1787.31,34,6,3,12,17,No
26,52.98,902.78,6,7,5,12,23,No
24,92.7,11113.25,27,4,4,1,29,Yes
45,86.94,9017.7,41,6,7,36,2,No
67,64.74,8154.62,30,4,4,12,3,No
29,92.58,9902.43,36,4,1,36,14,No
35,149.69,11326.19,32,4,1,36,10,Yes
63,130.79,4115.69,72,2,2,12,18,Yes
59,25.73,7513.08,39,3,8,12,24,No
64,106.8,10294.16,72,5,9,24,22,Yes
63,95.67,4252.99,39,7,7,1,21,Yes
42,111.75,3915.7,37,3,3,36,25,Yes
33,25.89,3554.37,66,7,9,36,27,No
48,51.85,11829.87,5,7,6,12,2,No
56,27.71,12566.38,23,6,3,12,22,No
42,108.94,4451.25,16,7,6,1,1,Yes
25,35.05,5123.36,41,3,1,24,14,No
52,148.17,2745.92,3,6,1,1,26,Yes
38,122.05,8220.14,51,5,8,1,25,Yes
30,101.6,11099.01,5,1,6,24,21,Yes
38,48.45,13782.73,32,7,6,1,27,Yes
66,30.9,11513.66,2,7,3,12,9,No
39,77.37,3144.99,70,7,8,12,20,No
57,130.26,12095.15,6,5,1,24,18,Yes
23,115.71,9086.63,38,3,1,12,19,Yes
62,86.33,5925.27,2,4,4,1,19,Yes
63,102.95,10743.9,57,3,10,24,28,Yes
64,132.89,7083.9,58,4,1,24,6,Yes
38,44.92,3237.62,24,3,5,24,0,No
23,44.57,4110.83,28,7,5,12,20,No
58,144.36,6334.73,16,2,7,24,1,Yes
60,92.69,9932.88,14,2,3,24,12,Yes
43,147.89,14954.09,35,4,8,12,26,Yes
22,108.02,6033.23,38,4,9,12,5,Yes
56,146.42,2098.22,56,4,3,24,27,Yes
50,33.11,9345.73,59,5,1,24,26,No
57,43.13,4735.84,11,3,9,1,8,No
37,88.99,14264.6,13,5,8,36,22,Yes
52,92.57,3875.34,61,1,6,36,17,Yes
62,98.46,11568.55,53,1,7,36,25,Yes
46,149.15,7703.61,5,2,5,24,3,Yes
63,94.02,14022.32,55,5,8,36,6,Yes
21,134.93,8628.48,50,4,5,12,1,Yes
69,147.61,1498.47,67,7,6,36,27,Yes
64,143.58,9441.2,7,3,8,1,22,Yes
64,29.26,2570.29,31,6,5,1,23,No
56,43.23,1796.25,11,3,1,1,22,No
23,27.88,12365.48,71,4,0,24,21,No
65,104.81,8208.88,40,1,0,24,12,Yes
60,83.89,13794.64,56,2,10,1,9,Yes
19,49.86,6348.03,11,4,0,36,22,Yes
29,22.76,1953.34,12,7,9,12,11,No
30,85.24,12204.28,22,4,1,12,0,No
40,100.5,11743.92,41,6,5,12,10,Yes
42,128.43,11166.59,25,6,8,24,2,Yes
54,141.72,4691.96,29,6,1,24,29,Yes
22,107.59,5753.21,48,6,3,36,10,Yes
44,74.39,10411.91,44,3,0,36,8,No
59,41.85,6710.13,57,4,9,36,16,No
23,112.63,6506.29,6,2,7,12,7,Yes
69,57.15,10987.69,2,2,3,12,29,Yes
65,50.61,6667.73,3,2,9,12,15,Yes
41,68.36,4634.2,15,4,7,36,21,Yes
66,126.98,7305.87,38,4,6,12,16,Yes
44,94.94,543.6,7,6,3,24,18,Yes
68,104.62,11744.57,43,3,4,36,24,Yes
48,60.45,1415.93,40,6,0,36,9,No
63,29.28,6106.31,54,6,4,12,15,No
39,70.51,8446.78,1,2,5,12,1,Yes
57,101.83,8178.81,65,6,6,1,3,Yes
36,105.4,5058.39,56,5,7,36,21,Yes
57,107.57,5713.8,52,7,5,12,19,Yes
20,62.96,13585.21,63,4,7,36,25,No
20,132.35,6973.57,4,1,1,24,1,Yes
31,125.6,6648.87,6,1,0,1,1,Yes
39,62.46,7270.65,1,1,10,12,26,Yes
23,36.66,4460.61,51,5,5,12,21,No
40,73.62,4705.33,18,2,10,36,17,Yes
55,113.45,4771.36,48,6,4,12,27,Yes
52,90.06,12885.14,67,5,1,12,15,Yes
27,87.62,4987.72,56,6,2,1,16,Yes
58,118.31,10788.81,6,4,10,12,13,Yes
36,43.77,11806.65,6,1,4,36,1,No
37,93.11,10137.19,10,7,5,24,20,Yes
58,132.66,2604.96,40,3,0,1,23,Yes
63,87.49,3524.79,49,6,4,36,29,Yes
64,51.23,5452.3,66,3,9,36,2,No
18,122.68,5560.82,57,6,5,12,1,Yes
47,113.64,9092.64,62,7,2,12,6,Yes
21,103.31,7658.88,19,4,4,12,0,Yes
62,39.36,12847.81,36,6,1,24,25,No
59,125.01,10864.71,32,2,2,36,3,Yes
50,28.94,5301.8,32,7,1,1,19,No
57,116.34,7241.63,65,4,4,36,30,Yes
21,92.21,6281.23,3,7,5,1,30,Yes
27,100.43,858.55,6,3,9,24,28,Yes
42,128.23,4744.66,58,2,10,36,20,Yes
56,98.3,4496.39,22,3,6,12,25,Yes
39,113.74,6641.24,4,3,9,36,26,Yes
