Age,Annual_Income,Credit_Score,Employment_Years,Loan_Amount,Debt_to_Income_Ratio,Existing_Loans,Dependents,Loan_Approved
38,73554,612,0,66280,0.153,0,2,No
25,187181,399,11,20421,0.434,0,3,No
39,47861,558,3,14865,0.519,2,0,No
62,58105,578,0,25535,0.155,2,2,No
38,134655,303,5,17042,0.524,4,4,No
52,154701,711,23,85107,0.123,0,0,Yes
41,124597,625,10,35287,0.208,3,4,No
30,96500,818,20,96526,0.267,1,1,No
57,191668,300,24,37564,0.237,0,2,No
42,144645,717,25,13003,0.49,1,2,Yes
33,97100,479,17,86551,0.211,5,3,No
37,26336,309,27,40515,0.5,5,4,No
29,68316,674,17,75783,0.084,3,3,No
44,59435,751,19,38672,0.241,0,2,No
64,141513,409,5,75576,0.598,1,1,No
34,119142,424,13,39056,0.281,2,0,No
28,91748,731,5,22695,0.332,0,1,No
57,27768,600,21,71285,0.502,3,3,No
39,120273,402,14,87265,0.082,1,4,No
48,52634,369,21,67776,0.47,0,4,No
61,79928,409,28,61363,0.089,3,2,No
50,61444,523,0,14362,0.382,2,0,No
27,151486,523,16,38652,0.417,4,1,No
46,43211,513,28,63410,0.137,2,0,No
60,178741,847,11,10443,0.561,0,2,Yes
31,79711,642,29,94182,0.391,0,1,No
34,127992,656,30,7700,0.143,4,0,Yes
41,95047,738,2,98421,0.567,4,4,No
28,108992,555,1,63505,0.545,1,2,No
23,113690,781,22,72247,0.452,4,4,No
48,119301,703,5,38395,0.293,4,0,No
49,136770,341,4,59699,0.347,4,4,No
43,189525,687,7,71991,0.472,2,2,No
38,144646,328,1,8783,0.23,5,0,No
55,58452,502,26,70599,0.407,1,4,No
33,153013,626,30,30038,0.423,4,1,No
32,33532,353,11,61348,0.183,1,3,No
25,37891,789,6,56697,0.127,5,2,No
59,88246,716,13,73935,0.149,4,4,No
31,58501,659,9,80784,0.063,1,3,No
31,26496,848,19,55710,0.501,1,0,Yes
62,40154,504,13,64702,0.536,4,0,No
51,101682,579,10,68307,0.53,4,2,No
51,83475,354,27,34102,0.608,1,1,Yes
33,161522,522,30,95347,0.101,0,1,No
34,193475,407,18,76310,0.608,1,0,Yes
65,71791,808,0,97401,0.351,2,4,No
62,52289,305,25,67428,0.286,3,2,No
45,179181,806,1,45505,0.135,1,3,Yes
53,68439,470,30,33305,0.34,1,2,No
53,180487,567,22,58671,0.459,0,4,No
35,108339,492,2,91161,0.103,4,3,No
36,35181,479,26,57681,0.637,0,4,No
64,123252,369,4,99214,0.6,0,1,No
58,53395,329,10,9817,0.582,5,4,No
26,104036,418,18,18545,0.296,0,4,No
64,190281,809,6,72378,0.564,0,0,Yes
45,60158,759,27,23338,0.125,0,4,Yes
35,91920,757,15,97005,0.596,1,0,No
24,174612,338,19,19867,0.563,3,0,No
24,136440,561,7,61888,0.402,5,3,No
50,160468,483,25,6676,0.447,0,3,Yes
54,157463,819,23,9724,0.26,0,2,Yes
47,144488,827,3,11679,0.619,0,0,No
51,41652,685,11,26438,0.09,4,1,No
52,110837,552,17,26618,0.585,4,4,No
64,34716,310,22,15172,0.207,1,0,No
59,40568,510,13,72914,0.533,2,4,No
29,164741,815,16,46918,0.08,1,3,Yes
61,74390,659,28,97024,0.197,0,3,No
28,104792,367,11,55579,0.169,5,3,No
34,179458,726,8,96919,0.637,4,4,No
53,155489,308,15,9642,0.176,4,4,No
43,49152,836,20,77140,0.273,2,4,Yes
41,170506,365,9,17013,0.229,2,4,No
32,185072,472,19,85136,0.642,2,3,No
22,52973,321,29,41830,0.42,5,2,No
33,136036,341,19,59645,0.266,0,0,No
24,145473,503,10,6962,0.595,5,0,No
40,62861,454,27,43422,0.474,5,4,No
34,162510,822,27,99384,0.472,4,4,No
50,168801,761,8,10599,0.342,3,4,Yes
49,182479,377,0,73591,0.349,5,2,No
28,113094,403,15,30088,0.488,3,3,No
32,116266,577,3,30137,0.056,2,3,Yes
61,67711,356,21,13193,0.312,0,3,No
58,151478,638,28,49186,0.639,4,2,No
46,117597,573,7,30753,0.442,4,4,No
22,125637,732,1,38866,0.277,4,4,No
60,127690,690,13,29838,0.152,2,1,Yes
34,103191,641,23,64045,0.265,3,0,No
26,111501,559,8,15021,0.338,3,3,No
62,106852,473,30,6715,0.428,0,0,No
60,170244,494,23,82239,0.64,1,4,No
51,145574,740,13,72889,0.348,0,0,No
37,171601,571,13,9551,0.268,3,2,No
45,98590,606,20,41187,0.202,3,2,No
52,130218,607,29,60399,0.51,4,3,No
32,65281,506,11,26276,0.328,5,1,No
33,98805,416,10,12874,0.485,5,4,No
39,101626,304,0,26539,0.22,5,3,No
64,83235,798,21,38029,0.273,5,0,No
45,111676,600,0,44808,0.623,1,1,No
51,37876,724,10,9430,0.19,4,0,No
57,81680,389,19,31635,0.241,1,1,No
45,171169,327,24,77447,0.355,2,4,Yes
36,158931,843,14,14139,0.365,4,4,No
58,49877,516,27,96172,0.09,0,4,No
63,170700,370,20,96239,0.633,0,0,No
43,103117,329,22,33099,0.232,2,0,No
34,164372,555,8,64956,0.082,1,0,Yes
26,27412,695,19,16340,0.203,1,4,No
45,125951,820,20,44686,0.29,5,4,No
43,117837,622,21,52010,0.189,4,4,No
63,159410,669,16,36044,0.143,0,4,Yes
32,84484,455,9,78041,0.354,2,4,No
33,30804,513,30,78734,0.528,3,1,No
56,146919,382,14,27437,0.473,2,3,No
59,78675,704,11,84367,0.305,4,0,No
54,119845,309,4,5870,0.124,1,2,No
26,110733,579,13,5892,0.623,0,2,No
58,37392,580,9,8188,0.252,4,4,No
60,100984,389,19,53937,0.112,0,0,No
28,176101,428,0,87073,0.252,5,4,No
28,90263,608,29,91277,0.468,0,4,No
60,52097,784,15,25305,0.201,1,3,Yes
53,126721,406,3,27329,0.16,5,0,No
54,172467,804,4,17645,0.208,3,2,Yes
64,179065,582,8,37777,0.381,1,3,No
35,87088,406,16,41107,0.575,5,3,No
56,85610,454,5,49060,0.129,1,0,No
55,42258,531,23,37148,0.136,5,4,No
42,163375,748,24,11164,0.307,4,3,No
43,37177,679,26,96994,0.125,1,4,Yes
60,169819,632,4,78001,0.637,5,3,No
65,122318,375,17,72403,0.577,0,1,No
42,46823,560,16,96901,0.089,2,1,No
25,130312,636,20,25721,0.594,1,4,No
51,103812,529,10,34554,0.221,5,2,No
33,36963,520,2,78307,0.244,3,0,No
48,181000,697,5,63893,0.253,0,4,No
40,131466,711,8,37364,0.092,0,2,Yes
53,105385,700,12,92704,0.517,2,3,No
36,116618,797,26,71214,0.16,1,4,Yes
49,117141,473,0,19906,0.175,0,4,No
43,35038,600,29,55877,0.511,3,2,No
44,130841,402,14,40278,0.086,0,1,No
54,127334,820,19,84002,0.252,4,3,No
27,28438,463,3,55536,0.387,2,1,No
58,60151,304,27,38762,0.119,0,4,No
57,192207,477,22,20491,0.305,2,3,No
24,31167,326,1,27195,0.262,4,3,No
54,38172,460,15,53468,0.243,0,0,No
62,126787,414,23,59004,0.212,5,4,No
42,186432,677,28,87259,0.253,3,4,No
25,91310,396,5,32909,0.285,0,4,No
62,113950,435,19,49316,0.127,0,4,No
43,111258,687,14,15855,0.175,3,4,No
35,72445,463,18,64970,0.596,5,1,No
51,114941,714,25,89515,0.617,1,0,Yes
29,192770,435,27,95148,0.646,5,0,No
63,183328,457,6,60472,0.337,4,2,No
45,59207,697,24,45024,0.131,1,2,No
45,145934,665,10,29299,0.46,3,4,Yes
41,154183,601,17,21354,0.612,4,0,No
29,130728,648,7,17472,0.069,5,2,No
58,130004,693,1,61980,0.063,2,3,No
42,181223,623,26,96896,0.418,0,2,Yes
63,79236,349,11,47870,0.074,0,0,No
43,63278,623,21,75666,0.285,2,1,No
24,101709,813,29,74989,0.276,5,2,No
49,135260,762,7,8216,0.109,1,1,Yes
35,72350,374,0,65220,0.498,3,0,No
21,183024,800,6,10074,0.115,2,1,Yes
50,150085,487,8,95780,0.214,2,1,No
49,148797,428,21,79828,0.486,1,1,No
40,35937,792,21,96492,0.421,5,2,No
53,197774,396,8,17100,0.334,4,4,No
61,64496,664,30,90554,0.079,4,0,Yes
64,142221,800,1,43542,0.508,0,0,No
56,48794,464,3,87942,0.545,0,2,No
42,149717,476,13,40266,0.111,0,0,No
33,181057,572,13,56703,0.642,0,3,No
27,44391,626,26,77348,0.258,0,0,No
28,97406,698,7,40957,0.305,2,1,No
48,112054,710,20,17770,0.299,1,3,Yes
65,46993,363,8,88000,0.43,0,4,No
63,67639,746,2,29964,0.394,5,2,No
29,54720,640,21,29335,0.386,0,4,No
45,165978,528,21,40668,0.519,1,3,No
36,88820,804,18,17061,0.607,1,2,Yes
30,108117,549,5,26745,0.543,4,0,No
31,88238,369,0,61066,0.483,5,3,No
51,154814,811,20,43308,0.08,4,1,Yes
32,131390,644,17,55534,0.199,4,1,No
51,101944,846,7,72586,0.113,4,4,No
34,118068,572,6,27201,0.563,5,4,No
64,28193,644,6,89551,0.441,4,3,No
52,65986,759,9,31260,0.07,2,4,No
37,30220,406,3,55065,0.484,1,3,No
55,175429,787,29,63899,0.252,5,0,Yes
21,64299,343,17,49144,0.376,1,1,No
49,175621,801,18,57252,0.398,0,1,Yes
24,42474,724,30,27128,0.147,1,3,No
43,82593,348,30,54501,0.289,3,4,No
48,156213,359,9,97323,0.306,4,0,No
36,107186,557,19,38823,0.419,3,1,No
32,131023,413,18,43213,0.584,3,4,No
41,45694,648,2,60932,0.419,0,3,No
65,131991,697,28,94438,0.46,3,3,Yes
37,172935,769,29,55016,0.449,2,2,Yes
60,27690,314,16,10962,0.101,5,4,No
33,139153,848,30,82765,0.23,3,4,Yes
52,70056,437,0,83987,0.291,4,2,No
57,177392,564,23,23468,0.317,5,3,No
35,92963,380,7,72614,0.555,0,4,No
32,181491,602,16,30219,0.365,2,3,Yes
35,65832,573,3,85101,0.539,2,4,No
54,192055,412,1,29236,0.594,5,0,No
26,47365,708,16,35859,0.468,0,1,No
37,159983,664,1,25041,0.118,3,4,No
40,142037,540,0,16413,0.171,1,2,No
29,156721,388,4,47813,0.547,4,2,No
25,51469,571,30,96102,0.388,3,0,No
43,118362,554,25,37711,0.36,4,1,No
53,106039,788,30,28270,0.631,4,3,Yes
58,68346,544,30,62517,0.271,3,0,Yes
34,112498,398,27,92485,0.075,3,1,No
37,196956,372,29,66881,0.203,2,1,No
39,124658,587,5,50987,0.221,0,2,No
53,173749,510,11,16138,0.357,4,3,No
21,85390,833,23,60324,0.054,3,1,Yes
33,110178,382,9,42682,0.643,2,0,No
47,87635,541,7,71825,0.087,5,4,No
26,99131,311,13,8629,0.189,0,0,No
26,104315,816,3,56333,0.453,3,2,No
53,88734,415,18,33779,0.637,5,0,No
50,37164,646,27,15911,0.357,1,3,No
55,78184,319,4,73203,0.255,2,4,No
43,191446,435,23,64099,0.147,2,1,No
30,116964,745,20,19531,0.592,4,3,No
39,126678,737,25,98033,0.08,4,0,No
48,116041,472,6,11588,0.092,2,2,No
43,103709,816,19,94067,0.088,5,0,No
24,54580,458,1,31832,0.33,3,1,No
40,179390,704,24,19838,0.609,0,0,Yes
39,170699,811,10,34631,0.383,5,3,No
62,96614,303,9,50787,0.263,1,4,No
47,192163,403,17,60846,0.193,3,3,No
54,39444,672,1,61832,0.359,1,0,No
24,195945,581,13,16870,0.315,2,1,No
58,42747,582,23,60007,0.106,4,2,No
27,165301,776,9,81179,0.054,3,4,No
27,138332,534,5,49380,0.407,1,1,No
46,142699,477,20,8364,0.565,4,0,No
46,92626,637,2,39936,0.415,3,3,No
39,82804,801,22,21057,0.246,0,0,Yes
29,57368,521,15,19848,0.142,1,0,No
40,35944,755,7,46525,0.493,3,2,No
62,187824,658,8,52100,0.471,4,0,No
65,57916,709,10,38742,0.558,2,4,No
36,45817,761,15,67945,0.64,0,1,No
37,26133,490,1,39902,0.117,5,1,No
42,132603,444,23,54777,0.209,4,2,No
33,150482,643,30,58505,0.256,5,2,Yes
32,141801,456,4,68015,0.373,1,3,No
30,184742,607,0,55682,0.082,5,4,No
21,77837,427,29,28991,0.215,1,2,No
52,192046,323,25,16588,0.526,3,2,No
50,157181,424,22,5058,0.079,5,0,No
28,53755,474,29,88214,0.541,1,2,No
41,133473,400,14,64512,0.161,0,1,No
42,49802,350,6,58964,0.233,5,2,No
38,89771,557,15,80894,0.481,3,2,No
22,68899,467,25,87584,0.509,3,0,No
64,198044,404,11,96476,0.176,4,2,No
29,151995,334,18,35544,0.293,1,4,No
23,192776,727,14,59243,0.195,4,2,No
46,100194,638,26,42286,0.358,0,4,No
41,134484,452,2,95145,0.441,1,2,No
50,77958,805,19,17776,0.212,5,1,No
48,113469,379,20,63977,0.327,5,4,No
56,67491,330,20,38968,0.371,1,4,No
46,33495,524,4,80761,0.301,5,1,No
54,90181,508,14,57773,0.358,5,0,No
28,38097,479,21,54850,0.136,1,0,No
30,177604,718,16,80237,0.074,3,1,No
63,187182,796,15,72133,0.088,5,2,No
34,65702,604,15,43553,0.634,2,2,No
60,151901,613,22,36297,0.094,2,3,No
35,180789,633,11,51945,0.282,1,1,Yes
37,80941,363,3,41584,0.525,0,1,No
38,129079,607,28,36229,0.56,4,3,No
52,132304,339,4,89157,0.211,3,4,No
58,107867,542,23,17899,0.434,5,0,No
43,151292,660,28,99057,0.484,2,1,No
43,68252,544,7,61509,0.6,5,1,No
55,74917,444,11,83700,0.583,4,3,No
59,134419,329,4,66763,0.311,0,0,No
35,46399,727,10,17106,0.375,1,3,No
44,116050,681,28,30513,0.531,3,3,No
48,27496,752,18,78868,0.409,0,1,No
36,55985,480,9,55790,0.264,2,2,No
36,140950,797,23,79659,0.62,1,4,Yes
60,129697,497,17,98636,0.649,4,1,No
59,177506,642,11,59554,0.61,5,1,No
26,63178,332,8,66698,0.257,1,0,No
22,58310,633,21,62722,0.195,2,4,No
33,101407,533,9,30004,0.346,3,0,No
64,169462,847,19,60259,0.521,4,0,No
29,101682,829,19,44202,0.212,0,1,No
54,146352,727,18,14060,0.294,5,4,Yes
37,73577,565,26,49926,0.141,2,4,Yes
47,114643,594,20,83397,0.471,2,3,No
49,76933,739,5,13912,0.492,4,1,No
57,40479,631,9,74022,0.347,1,4,No
63,101719,450,18,62135,0.492,3,2,No
42,109532,600,8,97854,0.437,1,1,No
44,184296,644,29,60799,0.608,4,4,No
27,172245,610,15,23149,0.402,4,3,No
54,101408,482,7,85756,0.264,2,0,No
32,64800,446,11,24944,0.488,3,3,No
43,183496,449,21,20098,0.084,2,4,Yes
35,178779,566,4,76035,0.336,2,0,No
53,37854,789,10,82202,0.63,2,3,No
33,128090,430,18,65824,0.473,5,0,No
43,159753,446,2,86584,0.649,0,3,No
58,177685,674,23,72514,0.286,5,4,No
52,44879,784,21,46416,0.286,2,2,No
65,31078,803,25,13468,0.086,3,0,No
55,139166,803,30,62441,0.266,1,1,Yes
21,70461,518,14,59183,0.135,4,1,No
65,121892,794,29,9408,0.287,5,2,Yes
25,77314,845,26,42109,0.051,2,2,No
33,52941,310,21,70433,0.313,4,1,No
25,157488,560,19,26161,0.613,2,3,No
52,181497,370,2,23295,0.507,0,0,No
41,149781,463,30,69620,0.195,0,0,No
44,164579,560,21,86082,0.212,2,0,No
38,147261,710,0,34924,0.236,4,4,Yes
41,38573,715,10,31286,0.106,2,3,No
30,184770,644,12,38515,0.645,1,1,No
44,198550,533,4,10391,0.451,2,4,No
60,86494,314,6,45841,0.493,4,3,No
41,43318,653,30,59504,0.467,2,2,No
45,194791,782,0,79483,0.329,4,2,Yes
43,121528,737,12,49642,0.54,2,4,No
42,100529,319,30,54307,0.193,2,0,No
24,64102,771,9,49297,0.283,0,1,No
54,44006,461,30,19028,0.246,3,1,No
26,34048,333,27,33181,0.622,2,2,No
48,178021,414,19,16169,0.073,4,3,Yes
51,42909,729,17,82779,0.095,3,2,No
55,187407,320,12,32721,0.624,3,1,No
59,59184,466,0,22855,0.463,1,1,No
62,86215,595,16,13560,0.432,1,3,No
43,183713,471,11,78585,0.542,2,4,No
26,93256,463,22,77051,0.6,4,2,No
36,31826,516,5,32572,0.588,2,4,No
22,119316,498,6,78385,0.584,4,1,No
44,64563,349,0,73311,0.553,5,0,No
37,77828,797,30,65161,0.122,3,1,Yes
65,128380,741,9,51881,0.431,0,3,No
21,138766,629,27,60294,0.345,2,2,No
26,31369,629,2,43953,0.518,3,4,No
25,66312,593,6,18076,0.623,2,1,No
65,134727,579,9,86185,0.269,4,1,No
49,161898,663,9,21671,0.503,2,1,No
32,155371,472,8,91941,0.177,0,2,No
59,158264,453,5,79047,0.303,2,0,No
23,149657,791,23,39637,0.484,3,2,No
21,175992,566,8,70298,0.102,5,2,No
47,138554,717,22,85669,0.567,3,3,No
44,179755,571,8,89153,0.6,3,2,No
64,50692,742,26,91440,0.573,0,1,No
39,107453,812,9,36002,0.05,0,0,Yes
28,34409,711,28,40352,0.532,5,4,No
64,39795,314,3,15357,0.588,0,2,No
22,101716,379,24,28383,0.64,1,4,No
50,177807,843,15,76675,0.07,5,3,No
50,148411,850,24,65348,0.388,3,0,No
59,69036,539,1,29002,0.579,3,3,No
65,78387,388,10,6367,0.489,0,4,No
52,129545,553,8,58770,0.563,1,0,No
21,37021,438,2,96807,0.469,5,0,No
58,94650,589,26,30942,0.065,5,2,Yes
33,93120,605,6,66542,0.577,1,2,No
31,34740,471,12,70492,0.421,0,1,No
30,169391,825,26,68652,0.198,1,2,Yes
46,111391,627,12,68649,0.458,0,2,No
40,161314,452,27,74987,0.359,3,2,No
37,71169,477,18,35960,0.48,2,3,No
37,88711,715,27,75065,0.334,3,4,No
24,185479,610,10,27433,0.111,3,4,No
25,78504,543,28,20752,0.597,4,4,No
43,177384,708,4,86873,0.46,3,4,No
30,104630,519,15,76659,0.478,4,0,No
48,139481,735,27,97969,0.511,1,1,No
53,130619,483,1,19630,0.357,0,1,No
63,139050,423,9,10149,0.478,1,3,No
46,37988,537,9,48394,0.177,5,4,No
49,103734,705,18,76799,0.331,1,1,No
47,40995,497,25,84489,0.465,2,1,No
38,129484,386,19,58116,0.533,0,3,No
60,165948,374,25,23808,0.631,5,4,No
30,43537,632,27,67030,0.566,2,2,No
62,80160,730,27,22896,0.075,5,0,Yes
25,113295,669,5,9034,0.156,2,4,No
30,151097,343,26,12800,0.458,2,3,No
41,161350,596,21,61293,0.099,3,0,Yes
44,189799,765,15,32617,0.647,1,0,Yes
58,35031,549,12,66072,0.333,0,1,No
23,87745,721,18,10822,0.462,3,1,No
60,115389,772,2,24074,0.079,2,2,Yes
51,111140,572,8,20942,0.308,2,0,No
61,130891,472,9,34790,0.194,5,3,No
57,116455,535,15,43665,0.113,2,1,No
22,99442,345,17,98298,0.454,2,2,No
22,133001,691,3,12010,0.636,4,3,No
59,76866,532,20,33635,0.233,4,1,No
62,91883,716,23,12222,0.607,5,2,No
64,80237,565,23,6782,0.052,2,4,No
54,49553,489,21,78363,0.448,4,0,No
62,160940,482,15,85652,0.368,0,2,No
40,121441,656,17,27807,0.271,2,1,No
53,160032,438,25,30050,0.301,4,0,No
24,166016,846,30,12854,0.41,4,2,Yes
65,179831,804,28,16808,0.385,1,3,Yes
64,174193,781,9,60099,0.355,1,2,Yes
31,139147,651,0,73121,0.64,0,3,No
62,140796,641,22,29747,0.511,5,3,No
25,109599,372,9,94474,0.157,2,2,No
45,187631,462,16,76645,0.6,1,3,No
57,161832,522,26,51075,0.345,2,2,No
54,132407,484,18,95213,0.058,1,2,No
29,141784,394,15,70413,0.522,5,4,No
26,150893,608,24,62616,0.262,2,4,No
38,58126,447,5,32834,0.649,4,4,No
34,55961,618,7,59669,0.376,4,0,No
39,189916,478,29,72191,0.212,5,1,No
34,39088,590,15,49960,0.501,0,3,No
60,163308,796,11,93401,0.217,3,0,Yes
37,128975,600,8,50509,0.065,4,3,No
55,79967,460,15,43237,0.108,1,2,No
49,112684,360,6,93003,0.444,5,1,No
62,128278,371,7,69706,0.178,2,2,No
37,76454,736,19,78133,0.193,2,0,No
63,198636,781,4,68725,0.139,0,0,No
28,58843,414,28,59130,0.204,4,3,No
21,176504,505,22,79169,0.506,3,2,No
65,39433,633,8,49804,0.358,3,4,No
56,183880,605,7,57965,0.18,3,4,No
27,61245,831,22,59847,0.199,3,1,No
25,107922,434,19,98545,0.277,5,0,No
44,180974,450,15,78420,0.648,4,4,No
48,146074,847,10,89090,0.154,4,3,Yes
63,149407,439,0,27016,0.532,3,1,No
37,39702,706,16,97893,0.569,2,4,No
57,126125,789,11,96619,0.623,2,2,No
40,69185,504,4,37940,0.413,5,4,No
23,117393,594,13,25581,0.11,2,3,No
57,99222,483,6,11087,0.064,1,4,No
46,149018,317,26,52688,0.316,4,1,No
35,27416,682,27,9029,0.26,2,4,No
28,149236,841,23,57269,0.567,4,0,No
33,116265,807,6,34088,0.408,3,3,No
23,188743,491,3,26412,0.556,4,0,No
21,142937,497,14,87107,0.392,3,2,Yes
29,145003,541,26,25086,0.186,5,0,No
51,25207,390,29,50360,0.17,0,2,No
61,101382,301,6,71704,0.287,4,0,No
46,131968,764,21,47774,0.068,1,1,No
37,46511,584,23,52589,0.348,4,1,No
54,180783,303,8,37510,0.214,4,1,No
29,154633,537,0,99421,0.077,2,2,No
33,127660,738,1,80370,0.335,0,4,No
25,181818,689,7,70902,0.435,2,2,No
61,162096,628,30,47920,0.11,3,1,No
33,186464,540,6,94254,0.415,0,3,No
21,130909,794,22,16435,0.616,0,1,No
45,47759,360,2,56143,0.276,5,0,No
24,117260,361,6,98402,0.639,0,0,No
56,86586,751,19,77009,0.519,4,0,No
30,166869,576,25,40233,0.056,2,1,Yes
48,84727,458,15,44861,0.617,3,4,No
26,115557,538,25,63541,0.356,4,0,No
47,126085,342,1,49008,0.41,1,3,No
32,67500,712,0,71287,0.416,1,1,No
23,134266,738,7,54316,0.285,1,2,No
53,44986,613,4,34191,0.316,2,2,No
30,174392,451,9,95131,0.361,4,2,No
51,193023,379,3,52734,0.629,0,2,No
35,65694,436,29,37304,0.181,4,1,No
27,198684,749,8,42318,0.599,4,0,No
56,194641,685,13,47809,0.636,0,1,Yes
34,137100,682,28,51013,0.305,1,3,No
34,177271,464,20,70535,0.198,5,3,No
23,96036,601,9,64526,0.327,0,2,No
23,54666,347,17,70524,0.111,1,1,No
42,161474,426,24,25179,0.543,4,2,No
39,62549,667,25,99304,0.239,5,3,No
55,171587,331,22,40566,0.233,5,0,No
32,152910,806,8,41769,0.454,1,1,No
25,134433,376,4,6787,0.387,0,2,No
30,37099,500,22,77150,0.401,3,2,No
61,139159,367,7,94847,0.341,1,0,No
53,136882,327,11,9670,0.32,2,1,No
33,47097,699,19,40607,0.239,4,4,No
55,95719,356,23,99396,0.22,0,4,No
52,176535,502,22,38160,0.646,0,4,No
31,74094,382,18,18206,0.292,3,2,No
58,121596,550,13,19383,0.354,1,2,No
44,41696,641,10,17240,0.288,4,1,No
55,33354,722,10,58303,0.486,4,1,No
39,173984,738,23,37609,0.154,1,1,Yes
26,46880,713,3,81418,0.081,4,4,No
60,133061,432,17,95740,0.634,2,3,No
65,106296,728,30,41837,0.371,1,0,Yes
64,95304,843,8,60589,0.38,2,0,No
62,48951,567,7,83589,0.33,5,4,No
55,189238,406,3,43280,0.08,2,3,No
24,138548,365,18,44758,0.456,0,2,No
53,173503,351,18,62053,0.39,4,4,No
33,43326,587,21,62820,0.136,4,0,No
56,183778,531,1,74497,0.364,5,3,No
63,58007,462,10,66600,0.19,3,2,No
39,64232,540,2,25101,0.434,4,1,No
63,58439,689,0,63652,0.451,5,0,No
32,76771,321,9,11674,0.228,1,3,No
31,180375,792,20,28268,0.106,2,0,Yes
26,60229,820,12,27938,0.529,1,4,No
32,76258,661,2,74322,0.432,4,4,No
47,45532,358,26,70257,0.413,1,2,No
61,97312,784,6,45968,0.409,4,4,Yes
45,165406,400,24,8535,0.482,3,1,No
62,144069,639,4,88570,0.187,5,3,No
23,149945,785,1,79487,0.294,3,4,No
23,193964,315,17,14612,0.183,5,0,No
40,53484,797,27,54222,0.093,5,2,No
48,53831,420,13,97752,0.594,5,3,No
43,179737,513,19,71504,0.078,4,2,No
23,54205,629,25,51623,0.078,1,4,No
62,97590,383,27,93857,0.243,2,1,No
44,199540,480,29,69361,0.241,4,0,No
63,153609,685,29,27677,0.074,3,1,No
60,166440,622,24,62324,0.51,5,4,No
26,46435,747,26,97086,0.12,5,4,No
40,139426,372,1,68479,0.103,0,3,No
31,193434,554,4,71127,0.102,4,0,No
52,169466,589,12,78187,0.437,0,4,No
47,125159,799,6,22880,0.152,0,4,Yes
41,153117,301,9,87715,0.397,2,1,No
64,139623,682,27,51441,0.171,3,1,Yes
33,121284,411,19,99016,0.552,5,1,No
42,143117,503,30,26150,0.162,4,0,No
55,79428,325,6,69103,0.308,0,0,No
42,199110,407,22,39840,0.381,3,1,No
48,34880,573,17,96891,0.578,5,2,No
41,176887,841,17,28441,0.179,3,1,Yes
38,113376,316,1,53618,0.422,3,0,No
51,181512,763,24,66362,0.069,3,0,Yes
57,162586,597,15,64748,0.515,3,2,No
41,62668,695,12,81676,0.366,3,0,No
34,70369,326,16,59838,0.617,1,2,No
45,74179,482,5,71475,0.515,1,4,No
47,73069,815,22,53584,0.29,3,2,No
60,91565,748,30,48620,0.299,1,1,No
43,59764,631,8,38801,0.054,4,0,No
51,181896,755,2,15008,0.553,2,3,No
49,73461,719,24,65988,0.533,5,4,No
50,174543,539,6,56199,0.391,1,1,Yes
46,181328,811,29,40510,0.275,1,3,Yes
40,58142,589,4,19821,0.533,0,4,No
58,69329,738,27,41709,0.416,2,0,No
39,159117,822,20,96027,0.164,3,4,Yes
47,170800,558,6,34865,0.195,3,0,No
45,54713,567,9,9158,0.413,3,2,No
60,104374,412,21,16208,0.457,4,3,No
58,47659,704,23,40320,0.118,0,3,Yes
43,162424,701,9,43146,0.554,5,3,No
49,113566,535,9,51506,0.352,2,1,No
35,123582,305,24,56203,0.17,1,2,No
23,66747,413,5,74872,0.389,0,4,No
30,54623,664,18,76166,0.576,5,1,No
35,42716,620,27,9618,0.083,1,1,No
36,168636,610,24,40570,0.183,4,3,No
37,44531,467,30,27943,0.388,0,1,No
39,65760,351,17,59865,0.051,0,1,No
31,28449,599,20,7869,0.158,1,3,No
25,123736,361,14,25178,0.192,5,3,No
25,58777,383,25,74327,0.58,0,0,No
34,32279,652,12,27412,0.365,2,4,No
46,30191,802,19,24511,0.429,1,1,No
28,99044,774,1,32442,0.052,3,1,Yes
25,30307,802,29,11820,0.282,4,4,No
27,160288,398,21,50679,0.318,1,0,No
36,130100,605,27,8677,0.553,3,2,No
34,165199,614,9,18837,0.167,1,0,No
57,110438,741,22,72959,0.089,5,0,No
61,135283,546,1,33402,0.545,4,2,No
24,191608,564,28,43259,0.177,3,3,No
56,25495,724,2,29483,0.464,1,4,No
37,94128,357,29,77261,0.105,1,0,No
56,92768,783,4,92327,0.454,2,3,No
26,65816,623,24,32816,0.304,4,2,No
36,175391,485,14,61615,0.607,2,4,No
49,105203,798,6,43303,0.17,2,1,No
56,38000,361,14,20243,0.09,3,2,No
58,162791,545,27,76402,0.37,4,3,Yes
57,94981,786,11,75965,0.601,4,0,No
30,72941,672,2,89664,0.172,2,1,No
61,125671,814,9,26127,0.551,0,0,No
56,64323,350,3,42545,0.254,3,0,No
49,167491,398,6,47309,0.109,2,1,No
34,51403,622,10,60018,0.404,4,3,No
24,53298,740,16,79691,0.363,2,3,No
64,62365,703,19,21811,0.553,5,2,No
62,114573,716,14,51297,0.112,5,3,Yes
56,97771,454,16,30940,0.437,1,3,No
65,86966,841,13,63998,0.422,4,3,No
33,63056,445,20,41681,0.647,2,0,No
38,81965,534,27,21774,0.247,3,0,No
53,137618,773,11,56609,0.077,2,1,No
41,89237,698,17,59427,0.297,0,4,No
36,167267,759,24,74883,0.329,2,1,Yes
